Date,ZipCode,WaterUse,PowerUse
04_2012,90035,20.71,392
05_2012,90035,21.63,385
06_2012,90035,23.28,409
07_2012,90035,17.65,442
08_2012,90035,18.01,551
09_2012,90035,17.55,571
10_2012,90035,15.11,479
11_2012,90035,13.68,429
12_2013,90035,11.4,479
01_2013,90035,10.47,500
02_2013,90035,10.79,403
03_2013,90035,12.79,412
04_2013,90035,14.24,392
05_2013,90035,15.85,401
06_2013,90035,16.25,421
07_2005,90036,43.89,409
08_2005,90036,43.81,426
09_2005,90036,41.52,406
10_2005,90036,37.66,379
11_2005,90036,35.08,364
12_2005,90036,34.87,385
01_2006,90036,34.41,388
02_2006,90036,31.09,349
03_2006,90036,33.64,384
04_2006,90036,33.67,362
05_2006,90036,37.83,381
06_2006,90036,40,456
07_2006,90036,43.55,499
08_2006,90036,45.03,472
09_2006,90036,41.81,430
10_2006,90036,39.49,394
11_2006,90036,37.01,379
12_2006,90036,35.69,409
01_2007,90036,35.94,413
02_2007,90036,32.59,349
03_2007,90036,36.66,375
04_2007,90036,37.28,353
05_2007,90036,40.3,366
06_2007,90036,41.06,404
07_2007,90036,40.74,443
08_2007,90036,42.58,491
09_2007,90036,39.64,463
10_2007,90036,37.59,398
11_2007,90036,35.12,380
12_2007,90036,32.68,413
01_2008,90036,32.29,417
02_2008,90036,29.68,359
03_2008,90036,34.02,371
04_2008,90036,36,367
05_2008,90036,37.78,391
06_2008,90036,37.69,439
07_2008,90036,40.41,471
08_2008,90036,41.05,474
09_2008,90036,38.37,450
10_2008,90036,37.69,412
11_2008,90036,35.3,390
12_2008,90036,32.54,398
01_2009,90036,32.16,393
02_2009,90036,28.88,344
03_2009,90036,33.38,374
04_2009,90036,34.97,356
05_2009,90036,36.29,368
06_2009,90036,34.92,389
07_2009,90036,34.06,431
08_2009,90036,37.25,476
09_2009,90036,36.5,459
10_2009,90036,34.75,402
11_2009,90036,33.65,375
12_2009,90036,30.75,385
01_2010,90036,28.63,384
02_2010,90036,25.51,335
03_2010,90036,29.65,360
04_2010,90036,30.78,334
05_2010,90036,32.75,344
06_2010,90036,33.52,359
07_2010,90036,35.66,380
08_2010,90036,38.21,407
09_2010,90036,35.96,402
10_2010,90036,33.59,387
11_2010,90036,31.33,370
12_2010,90036,29.76,386
01_2011,90036,29.47,384
02_2011,90036,26.78,337
03_2011,90036,30.3,368
04_2011,90036,32.51,342
05_2011,90036,34.7,350
06_2011,90036,36.56,376
07_2011,90036,39.07,406
08_2011,90036,38.61,416
09_2011,90036,37.39,399
10_2011,90036,34.77,383
11_2011,90036,31.59,368
12_2011,90036,31.47,381
01_2012,90036,31.72,379
02_2012,90036,30.45,342
03_2012,90036,32.49,360
04_2012,90036,31.82,338
05_2012,90036,34.87,350
06_2012,90036,36.21,363
07_2012,90036,19.23,398
08_2012,90036,19.95,514
09_2012,90036,18.98,509
10_2012,90036,17.37,414
11_2012,90036,15.1,378
12_2013,90036,12.42,388
01_2013,90036,12.17,387
02_2013,90036,12.05,324
03_2013,90036,14.29,346
04_2013,90036,15.69,336
05_2013,90036,17.28,356
06_2013,90036,17.98,384
07_2005,90037,32.33,300
08_2005,90037,32.14,301
09_2005,90037,30.38,287
10_2005,90037,28.63,298
11_2005,90037,26.32,297
12_2005,90037,27.14,323
01_2006,90037,26.98,330
02_2006,90037,24.35,296
03_2006,90037,26.81,323
04_2006,90037,25.82,293
05_2006,90037,28.01,290
06_2006,90037,29.21,300
07_2006,90037,33.94,333
08_2006,90037,33.19,317
09_2006,90037,30.93,289
10_2006,90037,30.56,301
11_2006,90037,28.33,303
12_2006,90037,28.75,347
01_2007,90037,28.38,366
02_2007,90037,25.75,305
03_2007,90037,28.04,307
04_2007,90037,27.93,281
05_2007,90037,29.19,285
06_2007,90037,30.09,292
07_2007,90037,31.26,312
08_2007,90037,30.96,315
09_2007,90037,30.42,299
10_2007,90037,28.67,306
11_2007,90037,26.9,307
12_2007,90037,25.44,347
01_2008,90037,24.61,362
02_2008,90037,23.02,314
03_2008,90037,25.94,310
04_2008,90037,26.06,287
05_2008,90037,27.55,289
06_2008,90037,27.18,295
07_2008,90037,30.21,323
08_2008,90037,29.75,323
09_2008,90037,28.99,306
10_2008,90037,28.06,310
11_2008,90037,26.81,305
12_2008,90037,25.26,336
01_2009,90037,24.35,343
02_2009,90037,22.29,295
03_2009,90037,25.36,306
04_2009,90037,25.34,283
05_2009,90037,27.02,284
06_2009,90037,26.19,278
07_2009,90037,27.83,305
08_2009,90037,28.67,317
09_2009,90037,27.65,306
10_2009,90037,26.67,313
11_2009,90037,24.38,308
12_2009,90037,23.84,332
01_2010,90037,23.3,339
02_2010,90037,21.09,288
03_2010,90037,22.19,290
04_2010,90037,22.55,271
05_2010,90037,23.99,273
06_2010,90037,23.76,268
07_2010,90037,27.45,291
08_2010,90037,28.06,297
09_2010,90037,26.97,289
10_2010,90037,26.01,302
11_2010,90037,24.01,305
12_2010,90037,23.06,332
01_2011,90037,23.59,336
02_2011,90037,21.77,293
03_2011,90037,24,307
04_2011,90037,24.69,277
05_2011,90037,25.57,274
06_2011,90037,25.11,272
07_2011,90037,27.46,291
08_2011,90037,27.6,290
09_2011,90037,26.87,278
10_2011,90037,26.01,296
11_2011,90037,23.63,302
12_2011,90037,23.12,330
01_2012,90037,23.5,331
02_2012,90037,22.72,293
03_2012,90037,24.29,297
04_2012,90037,24.03,272
05_2012,90037,25.23,272
06_2012,90037,25.14,272
07_2012,90037,12.12,293
08_2012,90037,12.21,314
09_2012,90037,11.76,311
10_2012,90037,11.15,307
11_2012,90037,10.1,294
12_2013,90037,9.87,334
01_2013,90037,9.77,352
02_2013,90037,8.98,292
03_2013,90037,10.14,287
04_2013,90037,10.38,263
05_2013,90037,11.23,268
06_2013,90037,11.33,268
07_2005,90038,46.58,282
08_2005,90038,47.38,308
09_2005,90038,44.78,279
10_2005,90038,43.85,268
11_2005,90038,41.04,267
12_2005,90038,40.99,284
01_2006,90038,39.95,285
02_2006,90038,36.31,258
03_2006,90038,39.55,276
04_2006,90038,38.33,250
05_2006,90038,41.71,282
06_2006,90038,43.09,306
07_2006,90038,45.96,330
08_2006,90038,47.64,348
09_2006,90038,44.35,303
10_2006,90038,44.24,271
11_2006,90038,41.82,282
12_2006,90038,40.56,314
01_2007,90038,40.65,304
02_2007,90038,37.45,260
03_2007,90038,41.97,278
04_2007,90038,42.39,255
05_2007,90038,44.44,270
06_2007,90038,43.16,270
07_2007,90038,46.38,312
08_2007,90038,47.11,357
09_2007,90038,43.39,302
10_2007,90038,42.62,266
11_2007,90038,39.24,279
12_2007,90038,38.2,312
01_2008,90038,36.47,304
02_2008,90038,32.81,275
03_2008,90038,36.61,284
04_2008,90038,37.49,259
05_2008,90038,39.55,285
06_2008,90038,38.98,299
07_2008,90038,45.18,315
08_2008,90038,44.88,329
09_2008,90038,42.37,302
10_2008,90038,42.59,292
11_2008,90038,38.68,288
12_2008,90038,36.76,305
01_2009,90038,35.41,298
02_2009,90038,31.28,256
03_2009,90038,35.48,276
04_2009,90038,36.05,252
05_2009,90038,37.86,266
06_2009,90038,37.1,269
07_2009,90038,38.62,297
08_2009,90038,39.48,333
09_2009,90038,38,298
10_2009,90038,37.41,276
11_2009,90038,34.27,273
12_2009,90038,33.77,292
01_2010,90038,33.11,290
02_2010,90038,29.79,255
03_2010,90038,33.07,269
04_2010,90038,32.98,237
05_2010,90038,35.11,252
06_2010,90038,35.4,256
07_2010,90038,36.54,272
08_2010,90038,37.56,282
09_2010,90038,35.54,274
10_2010,90038,35.34,285
11_2010,90038,33.18,287
12_2010,90038,32.98,310
01_2011,90038,33.11,300
02_2011,90038,30.53,256
03_2011,90038,33,274
04_2011,90038,32.25,250
05_2011,90038,35.09,263
06_2011,90038,35.67,260
07_2011,90038,37.5,285
08_2011,90038,37.73,306
09_2011,90038,35.22,280
10_2011,90038,34.87,269
11_2011,90038,32.86,272
12_2011,90038,32.45,296
01_2012,90038,32.53,290
02_2012,90038,31,261
03_2012,90038,32.77,268
04_2012,90038,31.53,243
05_2012,90038,34.57,256
06_2012,90038,34.71,253
07_2012,90038,10.95,298
08_2012,90038,11.58,352
09_2012,90038,10.64,314
10_2012,90038,10.67,293
11_2012,90038,9.04,287
12_2013,90038,7.89,301
01_2013,90038,8.18,288
02_2013,90038,7.48,243
03_2013,90038,8.88,258
04_2013,90038,9.57,234
05_2013,90038,10.23,258
06_2013,90038,10.43,270
07_2005,90039,23.09,431
08_2005,90039,22.96,448
09_2005,90039,20.97,405
10_2005,90039,19.84,394
11_2005,90039,17.64,397
12_2005,90039,17.73,433
01_2006,90039,17.55,440
02_2006,90039,15.51,393
03_2006,90039,16.76,421
04_2006,90039,16.66,379
05_2006,90039,19.11,403
06_2006,90039,20.87,455
07_2006,90039,23.07,515
08_2006,90039,22.85,495
09_2006,90039,21.57,424
10_2006,90039,21.17,400
11_2006,90039,19.19,408
12_2006,90039,18.52,465
01_2007,90039,18.09,476
02_2007,90039,16.28,396
03_2007,90039,18.77,407
04_2007,90039,19.47,373
05_2007,90039,21.12,382
06_2007,90039,22,405
07_2007,90039,23.54,472
08_2007,90039,23.43,507
09_2007,90039,21.58,449
10_2007,90039,20.66,411
11_2007,90039,18.13,413
12_2007,90039,17.01,461
01_2008,90039,16.36,470
02_2008,90039,14.79,423
03_2008,90039,16.72,420
04_2008,90039,18.18,384
05_2008,90039,20.15,411
06_2008,90039,20.23,443
07_2008,90039,22.45,491
08_2008,90039,22.08,493
09_2008,90039,20.53,448
10_2008,90039,20.54,425
11_2008,90039,18.27,415
12_2008,90039,16.82,456
01_2009,90039,16.21,460
02_2009,90039,14.27,392
03_2009,90039,16.09,406
04_2009,90039,17.04,373
05_2009,90039,18.55,382
06_2009,90039,18.26,392
07_2009,90039,19.17,454
08_2009,90039,19.92,499
09_2009,90039,19.1,459
10_2009,90039,18.05,430
11_2009,90039,16.38,416
12_2009,90039,16.12,451
01_2010,90039,15.18,454
02_2010,90039,13.51,388
03_2010,90039,15.27,393
04_2010,90039,15.61,354
05_2010,90039,17.33,364
06_2010,90039,17.69,370
07_2010,90039,18.64,404
08_2010,90039,18.46,427
09_2010,90039,16.9,416
10_2010,90039,16.41,419
11_2010,90039,14.8,418
12_2010,90039,14.53,456
01_2011,90039,14.54,456
02_2011,90039,13.19,395
03_2011,90039,14.73,414
04_2011,90039,15.33,372
05_2011,90039,16.93,371
06_2011,90039,17.2,382
07_2011,90039,18.49,426
08_2011,90039,18.88,442
09_2011,90039,17.57,410
10_2011,90039,17.34,408
11_2011,90039,15.38,414
12_2011,90039,15.33,450
01_2012,90039,15.11,447
02_2012,90039,14.15,392
03_2012,90039,15.48,394
04_2012,90039,15.69,359
05_2012,90039,17.61,366
06_2012,90039,18.54,378
07_2012,90039,11.89,457
08_2012,90039,12.11,532
09_2012,90039,11.4,502
10_2012,90039,10.96,452
11_2012,90039,9.02,413
12_2013,90039,8.15,457
01_2013,90039,8.16,467
02_2013,90039,7.63,383
03_2013,90039,9.18,382
04_2013,90039,9.82,353
05_2013,90039,10.89,382
06_2013,90039,11.21,405
07_2005,90040,0,0
08_2005,90040,0,0
09_2005,90040,0,0
10_2005,90040,0,0
11_2005,90040,0,0
12_2005,90040,0,0
01_2006,90040,0,0
02_2006,90040,0,0
03_2006,90040,0,0
04_2006,90040,0,0
05_2006,90040,0,0
06_2006,90040,0,0
07_2006,90040,0,0
08_2006,90040,0,0
09_2006,90040,0,0
10_2006,90040,0,0
11_2006,90040,0,0
12_2006,90040,0,0
01_2007,90040,0,0
02_2007,90040,0,0
03_2007,90040,0,0
04_2007,90040,0,0
05_2007,90040,0,0
06_2007,90040,0,0
07_2007,90040,0,0
08_2007,90040,0,0
09_2007,90040,0,0
10_2007,90040,0,0
11_2007,90040,0,0
12_2007,90040,0,0
01_2008,90040,0,0
02_2008,90040,0,0
03_2008,90040,0,0
04_2008,90040,0,0
05_2008,90040,0,0
06_2008,90040,0,0
07_2008,90040,0,0
08_2008,90040,0,0
09_2008,90040,0,0
10_2008,90040,0,0
11_2008,90040,0,0
12_2008,90040,0,0
01_2009,90040,0,0
02_2009,90040,0,0
03_2009,90040,0,0
04_2009,90040,0,0
05_2009,90040,0,0
06_2009,90040,0,0
07_2009,90040,0,0
08_2009,90040,0,0
09_2009,90040,0,0
10_2009,90040,0,0
11_2009,90040,0,0
12_2009,90040,0,0
01_2010,90040,0,0
02_2010,90040,0,0
03_2010,90040,0,0
04_2010,90040,0,0
05_2010,90040,0,0
06_2010,90040,0,0
07_2010,90040,0,4
08_2010,90040,0,123
09_2010,90040,0,119
10_2010,90040,0,123
11_2010,90040,0,119
12_2010,90040,0,116
01_2011,90040,0,116
02_2011,90040,0,230
03_2011,90040,0,259
04_2011,90040,0,114
05_2011,90040,0,118
06_2011,90040,0,231
07_2011,90040,0,352
08_2011,90040,0,631
09_2011,90040,0,597
10_2011,90040,0,417
11_2011,90040,0,403
12_2011,90040,0,341
01_2012,90040,0,338
02_2012,90040,0,248
03_2012,90040,0,264
04_2012,90040,0,288
05_2012,90040,0,301
06_2012,90040,0,412
07_2012,90040,0,431
08_2012,90040,0,575
09_2012,90040,0,544
10_2012,90040,0,442
11_2012,90040,0,428
12_2013,90040,0,303
01_2013,90040,0,303
02_2013,90040,0,242
03_2013,90040,0,268
04_2013,90040,0,359
05_2013,90040,0,373
06_2013,90040,0,326
07_2005,90041,23.9,486
08_2005,90041,22.83,487
09_2005,90041,21.66,467
10_2005,90041,17.78,416
11_2005,90041,16.88,397
12_2005,90041,15.89,464
01_2006,90041,15.92,473
02_2006,90041,13.55,410
03_2006,90041,14.53,450
04_2006,90041,15.03,396
05_2006,90041,16.49,406
06_2006,90041,20.93,563
07_2006,90041,22.99,610
08_2006,90041,22.7,522
09_2006,90041,21.61,486
10_2006,90041,19.44,422
11_2006,90041,18.35,402
12_2006,90041,16.45,489
01_2007,90041,16.28,503
02_2007,90041,14.97,399
03_2007,90041,17.01,427
04_2007,90041,18.39,382
05_2007,90041,19.56,393
06_2007,90041,21.88,471
07_2007,90041,23.78,506
08_2007,90041,23.52,570
09_2007,90041,21.67,550
10_2007,90041,18.49,433
11_2007,90041,17.23,409
12_2007,90041,14.44,506
01_2008,90041,14.1,521
02_2008,90041,13.76,419
03_2008,90041,15.35,431
04_2008,90041,17.31,400
05_2008,90041,18.68,414
06_2008,90041,19.98,520
07_2008,90041,22.86,561
08_2008,90041,21.78,549
09_2008,90041,19.96,524
10_2008,90041,18.83,446
11_2008,90041,17.61,419
12_2008,90041,14.51,470
01_2009,90041,14.11,480
02_2009,90041,12.71,403
03_2009,90041,14.34,435
04_2009,90041,16.28,392
05_2009,90041,17.5,400
06_2009,90041,17.01,466
07_2009,90041,18.27,504
08_2009,90041,18.82,555
09_2009,90041,18.08,537
10_2009,90041,16.27,441
11_2009,90041,15.45,413
12_2009,90041,13.46,470
01_2010,90041,12.99,480
02_2010,90041,11.71,394
03_2010,90041,13.31,419
04_2010,90041,14.26,369
05_2010,90041,15.26,374
06_2010,90041,17.05,418
07_2010,90041,18.26,446
08_2010,90041,18.31,488
09_2010,90041,17.67,478
10_2010,90041,15.1,434
11_2010,90041,14.19,411
12_2010,90041,13.95,468
01_2011,90041,14.03,476
02_2011,90041,12.71,399
03_2011,90041,14.05,434
04_2011,90041,14.65,371
05_2011,90041,15.72,374
06_2011,90041,17.22,437
07_2011,90041,17.96,469
08_2011,90041,17.98,484
09_2011,90041,17.13,466
10_2011,90041,14.8,428
11_2011,90041,13.66,410
12_2011,90041,13.37,458
01_2012,90041,13.38,464
02_2012,90041,12.93,397
03_2012,90041,13.98,414
04_2012,90041,14.15,374
05_2012,90041,15.45,383
06_2012,90041,17.81,423
07_2012,90041,13.79,454
08_2012,90041,14.39,626
09_2012,90041,13.82,617
10_2012,90041,11.22,438
11_2012,90041,10.56,405
12_2013,90041,8.56,478
01_2013,90041,8.22,489
02_2013,90041,8.47,376
03_2013,90041,9.69,398
04_2013,90041,11.24,371
05_2013,90041,12.1,384
06_2013,90041,13.21,450
07_2005,90042,23.9,378
08_2005,90042,23.89,408
09_2005,90042,22.15,377
10_2005,90042,19.73,347
11_2005,90042,18.43,349
12_2005,90042,18.16,398
01_2006,90042,17.87,401
02_2006,90042,15.98,355
03_2006,90042,17.29,383
04_2006,90042,17.31,337
05_2006,90042,19.5,365
06_2006,90042,22.36,430
07_2006,90042,24.17,454
08_2006,90042,24.34,446
09_2006,90042,22.66,401
10_2006,90042,21.09,350
11_2006,90042,19.81,361
12_2006,90042,18.74,436
01_2007,90042,18.46,431
02_2007,90042,16.49,346
03_2007,90042,18.99,366
04_2007,90042,19.98,329
05_2007,90042,21.41,348
06_2007,90042,22.55,373
07_2007,90042,23.37,409
08_2007,90042,23.52,472
09_2007,90042,21.98,424
10_2007,90042,20.19,350
11_2007,90042,18.41,357
12_2007,90042,16.85,434
01_2008,90042,16.33,436
02_2008,90042,15.2,377
03_2008,90042,17.17,383
04_2008,90042,18.44,340
05_2008,90042,19.74,367
06_2008,90042,20.04,413
07_2008,90042,22.01,434
08_2008,90042,21.56,446
09_2008,90042,20.61,415
10_2008,90042,20.07,377
11_2008,90042,18.32,372
12_2008,90042,16.77,419
01_2009,90042,16.21,416
02_2009,90042,14.01,347
03_2009,90042,16.15,370
04_2009,90042,17.46,332
05_2009,90042,18.57,348
06_2009,90042,18.12,369
07_2009,90042,19.37,403
08_2009,90042,20.01,459
09_2009,90042,19.07,426
10_2009,90042,18.08,369
11_2009,90042,16.75,363
12_2009,90042,15.57,411
01_2010,90042,15.17,412
02_2010,90042,13.44,343
03_2010,90042,15.5,361
04_2010,90042,16.05,313
05_2010,90042,17.16,328
06_2010,90042,17.91,346
07_2010,90042,19,361
08_2010,90042,19.33,386
09_2010,90042,18.32,375
10_2010,90042,17.07,370
11_2010,90042,15.64,369
12_2010,90042,14.91,415
01_2011,90042,15.02,412
02_2011,90042,13.71,348
03_2011,90042,15.52,371
04_2011,90042,16.5,321
05_2011,90042,17.54,334
06_2011,90042,18.3,355
07_2011,90042,19.2,379
08_2011,90042,19.51,408
09_2011,90042,18.49,381
10_2011,90042,17.27,354
11_2011,90042,15.71,354
12_2011,90042,15.29,402
01_2012,90042,15.5,398
02_2012,90042,14.69,342
03_2012,90042,15.63,353
04_2012,90042,15.42,317
05_2012,90042,16.95,333
06_2012,90042,18.46,351
07_2012,90042,11.13,394
08_2012,90042,11.39,490
09_2012,90042,10.61,446
10_2012,90042,9.5,367
11_2012,90042,8.66,362
12_2013,90042,7.79,416
01_2013,90042,7.7,409
02_2013,90042,7.37,323
03_2013,90042,8.47,341
04_2013,90042,9.13,301
05_2013,90042,9.85,327
06_2013,90042,10.55,367
07_2005,90043,18.97,351
08_2005,90043,18.36,359
09_2005,90043,17.65,348
10_2005,90043,15.08,363
11_2005,90043,14.38,353
12_2005,90043,14.34,412
01_2006,90043,14.29,419
02_2006,90043,12.54,367
03_2006,90043,13.84,404
04_2006,90043,14,351
05_2006,90043,14.85,354
06_2006,90043,17.65,373
07_2006,90043,18.96,392
08_2006,90043,17.9,361
09_2006,90043,16.97,345
10_2006,90043,16.1,369
11_2006,90043,15.45,359
12_2006,90043,14.7,444
01_2007,90043,14.67,458
02_2007,90043,13.31,360
03_2007,90043,14.84,388
04_2007,90043,15.55,345
05_2007,90043,16.41,351
06_2007,90043,17.67,359
07_2007,90043,18.11,375
08_2007,90043,17.76,373
09_2007,90043,17.25,361
10_2007,90043,15.55,372
11_2007,90043,14.89,361
12_2007,90043,13.44,446
01_2008,90043,13.26,459
02_2008,90043,12.41,381
03_2008,90043,13.55,396
04_2008,90043,14.42,348
05_2008,90043,15.24,353
06_2008,90043,15.7,361
07_2008,90043,16.91,379
08_2008,90043,16.25,373
09_2008,90043,15.88,360
10_2008,90043,15.04,367
11_2008,90043,14.5,355
12_2008,90043,13.29,421
01_2009,90043,13.17,431
02_2009,90043,11.54,365
03_2009,90043,12.92,396
04_2009,90043,13.48,337
05_2009,90043,14.19,339
06_2009,90043,14.22,336
07_2009,90043,14.98,359
08_2009,90043,15.62,377
09_2009,90043,15.11,367
10_2009,90043,13.63,369
11_2009,90043,13.15,358
12_2009,90043,12.2,420
01_2010,90043,12.13,429
02_2010,90043,10.82,348
03_2010,90043,12.02,373
04_2010,90043,12.4,334
05_2010,90043,13.14,339
06_2010,90043,14.16,327
07_2010,90043,15.08,343
08_2010,90043,14.98,346
09_2010,90043,14.45,337
10_2010,90043,12.82,370
11_2010,90043,12.29,361
12_2010,90043,11.87,418
01_2011,90043,12.08,425
02_2011,90043,10.71,359
03_2011,90043,13.05,392
04_2011,90043,12.44,335
05_2011,90043,13.19,338
06_2011,90043,13.77,324
07_2011,90043,14.86,338
08_2011,90043,14.61,339
09_2011,90043,14.21,328
10_2011,90043,12.85,364
11_2011,90043,12.25,354
12_2011,90043,12.47,413
01_2012,90043,12.58,420
02_2012,90043,11.44,360
03_2012,90043,12.15,377
04_2012,90043,12.49,328
05_2012,90043,13.13,333
06_2012,90043,14.14,316
07_2012,90043,10.78,328
08_2012,90043,11.03,378
09_2012,90043,10.62,368
10_2012,90043,9.28,357
11_2012,90043,8.91,345
12_2013,90043,7.73,419
01_2013,90043,7.53,428
02_2013,90043,7.6,346
03_2013,90043,8.59,373
04_2013,90043,9.47,316
05_2013,90043,9.96,318
06_2013,90043,10.74,319
07_2005,90044,21.56,319
08_2005,90044,21.65,328
09_2005,90044,20.54,317
10_2005,90044,18.65,322
11_2005,90044,17.63,319
12_2005,90044,17.8,363
01_2006,90044,17.88,366
02_2006,90044,16.25,323
03_2006,90044,17.9,352
04_2006,90044,17.56,314
05_2006,90044,18.96,323
06_2006,90044,20.83,332
07_2006,90044,21.83,347
08_2006,90044,21.57,340
09_2006,90044,20.33,323
10_2006,90044,19.5,324
11_2006,90044,18.4,324
12_2006,90044,17.83,389
01_2007,90044,17.91,391
02_2007,90044,16.26,316
03_2007,90044,18.31,339
04_2007,90044,18.66,305
05_2007,90044,19.63,314
06_2007,90044,20.24,316
07_2007,90044,21.21,333
08_2007,90044,21.45,357
09_2007,90044,20.15,338
10_2007,90044,18.61,324
11_2007,90044,17.38,320
12_2007,90044,16.42,386
01_2008,90044,16.26,390
02_2008,90044,15.41,334
03_2008,90044,17.04,346
04_2008,90044,17.73,310
05_2008,90044,18.61,319
06_2008,90044,18.63,324
07_2008,90044,19.79,340
08_2008,90044,19.6,343
09_2008,90044,18.74,328
10_2008,90044,18.57,327
11_2008,90044,17.44,323
12_2008,90044,16.52,373
01_2009,90044,16.31,375
02_2009,90044,14.6,318
03_2009,90044,16.53,345
04_2009,90044,16.78,303
05_2009,90044,17.54,308
06_2009,90044,17.41,304
07_2009,90044,18.71,325
08_2009,90044,19.33,347
09_2009,90044,18.53,333
10_2009,90044,17.56,324
11_2009,90044,16.46,320
12_2009,90044,15.91,369
01_2010,90044,15.68,369
02_2010,90044,13.78,306
03_2010,90044,15.46,328
04_2010,90044,15.75,291
05_2010,90044,16.58,300
06_2010,90044,17.42,294
07_2010,90044,18.24,309
08_2010,90044,18.45,312
09_2010,90044,17.56,306
10_2010,90044,16.58,327
11_2010,90044,15.67,323
12_2010,90044,15.15,367
01_2011,90044,15.08,369
02_2011,90044,13.78,315
03_2011,90044,15.3,340
04_2011,90044,15.42,294
05_2011,90044,16.52,302
06_2011,90044,17.53,305
07_2011,90044,18.22,315
08_2011,90044,18.17,316
09_2011,90044,17.28,306
10_2011,90044,16.36,319
11_2011,90044,15.52,317
12_2011,90044,15.64,371
01_2012,90044,15.62,371
02_2012,90044,14.54,318
03_2012,90044,15.68,331
04_2012,90044,15.59,296
05_2012,90044,16.69,302
06_2012,90044,17.47,294
07_2012,90044,11.4,313
08_2012,90044,11.92,353
09_2012,90044,11.1,338
10_2012,90044,9.91,323
11_2012,90044,9.12,316
12_2013,90044,8.4,376
01_2013,90044,8.41,380
02_2013,90044,7.8,304
03_2013,90044,8.91,324
04_2013,90044,9.78,286
05_2013,90044,10.52,297
06_2013,90044,10.97,300
07_2005,90045,41.01,414
08_2005,90045,39.94,435
09_2005,90045,37.67,418
10_2005,90045,34.72,420
11_2005,90045,31.64,418
12_2005,90045,30.9,483
01_2006,90045,29.52,480
02_2006,90045,26.42,413
03_2006,90045,28,452
04_2006,90045,28.62,413
05_2006,90045,32.29,434
06_2006,90045,37.1,445
07_2006,90045,38.24,473
08_2006,90045,39.71,469
09_2006,90045,38.34,449
10_2006,90045,36.26,446
11_2006,90045,33.56,446
12_2006,90045,31.15,530
01_2007,90045,30.19,523
02_2007,90045,28.36,431
03_2007,90045,33.58,471
04_2007,90045,34.9,428
05_2007,90045,37.3,442
06_2007,90045,38.57,423
07_2007,90045,40.04,448
08_2007,90045,40.66,494
09_2007,90045,38.41,467
10_2007,90045,35.37,452
11_2007,90045,32.39,450
12_2007,90045,27.3,542
01_2008,90045,26.35,535
02_2008,90045,24.24,461
03_2008,90045,28.11,484
04_2008,90045,31.73,419
05_2008,90045,32.99,439
06_2008,90045,33.14,447
07_2008,90045,39.44,454
08_2008,90045,39.05,468
09_2008,90045,37.34,451
10_2008,90045,35.81,460
11_2008,90045,32.31,454
12_2008,90045,26.71,508
01_2009,90045,25.84,504
02_2009,90045,23.08,427
03_2009,90045,27.09,466
04_2009,90045,30.74,412
05_2009,90045,31.58,426
06_2009,90045,30.24,419
07_2009,90045,31.32,440
08_2009,90045,32.47,480
09_2009,90045,31.09,459
10_2009,90045,29.52,447
11_2009,90045,26.5,443
12_2009,90045,24.73,518
01_2010,90045,23.91,510
02_2010,90045,22.21,407
03_2010,90045,24.52,446
04_2010,90045,25.99,403
05_2010,90045,27.86,418
06_2010,90045,29.59,408
07_2010,90045,33,416
08_2010,90045,34.51,419
09_2010,90045,32.12,414
10_2010,90045,28.6,459
11_2010,90045,26.21,451
12_2010,90045,24.49,500
01_2011,90045,24.42,495
02_2011,90045,23.18,421
03_2011,90045,25.23,460
04_2011,90045,28.25,405
05_2011,90045,31.45,419
06_2011,90045,33.4,407
07_2011,90045,34.39,419
08_2011,90045,33.67,430
09_2011,90045,31.62,421
10_2011,90045,29.68,444
11_2011,90045,26.59,437
12_2011,90045,26.32,503
01_2012,90045,25.33,500
02_2012,90045,25.21,437
03_2012,90045,27.34,459
04_2012,90045,26.66,406
05_2012,90045,30.78,417
06_2012,90045,32.6,398
07_2012,90045,14.43,424
08_2012,90045,14.54,479
09_2012,90045,13.58,456
10_2012,90045,12.4,444
11_2012,90045,11.48,438
12_2013,90045,8.73,511
01_2013,90045,8.76,502
02_2013,90045,8.84,402
03_2013,90045,10.23,439
04_2013,90045,12.25,393
05_2013,90045,13.06,410
06_2013,90045,14.02,408
07_2005,90046,35.97,556
08_2005,90046,37.45,593
09_2005,90046,35.61,562
10_2005,90046,32.44,523
11_2005,90046,30.73,510
12_2005,90046,29.85,543
01_2006,90046,29.75,543
02_2006,90046,26.34,497
03_2006,90046,28.39,546
04_2006,90046,27.38,479
05_2006,90046,30.04,519
06_2006,90046,34.8,682
07_2006,90046,36.55,701
08_2006,90046,38.48,657
09_2006,90046,36.59,615
10_2006,90046,34.49,528
11_2006,90046,32.89,517
12_2006,90046,31.09,589
01_2007,90046,31.17,584
02_2007,90046,27.43,484
03_2007,90046,30.82,531
04_2007,90046,31.89,481
05_2007,90046,33.74,508
06_2007,90046,35.62,565
07_2007,90046,36.47,599
08_2007,90046,37.12,686
09_2007,90046,35.12,635
10_2007,90046,33.3,532
11_2007,90046,31.33,520
12_2007,90046,27.54,593
01_2008,90046,27.7,590
02_2008,90046,25.33,505
03_2008,90046,27.96,539
04_2008,90046,31.17,524
05_2008,90046,32.34,550
06_2008,90046,33.44,603
07_2008,90046,35.29,617
08_2008,90046,34.94,635
