Date,ZipCode,WaterUse,PowerUse
03_2010,90305,8.14,0
04_2010,90305,10.5,0
05_2010,90305,11.2,0
06_2010,90305,13.45,0
07_2010,90305,14.44,0
08_2010,90305,13.31,0
09_2010,90305,12.56,0
10_2010,90305,9.11,0
11_2010,90305,9.02,0
12_2010,90305,7.89,0
01_2011,90305,8.16,0
02_2011,90305,7.69,0
03_2011,90305,8.67,0
04_2011,90305,11.13,0
05_2011,90305,12,0
06_2011,90305,14.51,0
07_2011,90305,14.93,0
08_2011,90305,15.82,0
09_2011,90305,14.73,0
10_2011,90305,13.58,0
11_2011,90305,14.47,0
12_2011,90305,10.62,0
01_2012,90305,9.42,0
02_2012,90305,8.13,0
03_2012,90305,8.71,0
04_2012,90305,10,0
05_2012,90305,10.47,0
06_2012,90305,13.62,0
07_2012,90305,13.32,0
08_2012,90305,16.02,0
09_2012,90305,15.02,0
10_2012,90305,10.43,0
11_2012,90305,10.25,0
12_2013,90305,8.14,0
01_2013,90305,8.14,0
02_2013,90305,9.59,0
03_2013,90305,10.75,0
04_2013,90305,11.86,0
05_2013,90305,12.64,0
06_2013,90305,14.32,0
07_2005,90402,29.46,896
08_2005,90402,30.33,911
09_2005,90402,25.64,914
10_2005,90402,26.15,943
11_2005,90402,20.17,1017
12_2005,90402,20.26,1053
01_2006,90402,20.01,1069
02_2006,90402,18.3,968
03_2006,90402,17.28,1004
04_2006,90402,16.68,966
05_2006,90402,25.16,970
06_2006,90402,24.93,933
07_2006,90402,28.23,960
08_2006,90402,28.06,976
09_2006,90402,25.42,931
10_2006,90402,25.98,958
11_2006,90402,20.78,1061
12_2006,90402,21.23,1099
01_2007,90402,19.69,1116
02_2007,90402,17.56,1009
03_2007,90402,22.3,976
04_2007,90402,22.19,934
05_2007,90402,27.61,942
06_2007,90402,27.31,911
07_2007,90402,28.99,947
08_2007,90402,28.57,960
09_2007,90402,24.42,933
10_2007,90402,24.83,968
11_2007,90402,18.86,1104
12_2007,90402,19.36,1145
01_2008,90402,15.66,1090
02_2008,90402,14.37,1012
03_2008,90402,21.5,976
04_2008,90402,21.64,930
05_2008,90402,25.2,913
06_2008,90402,24.58,881
07_2008,90402,28.27,953
08_2008,90402,27.93,967
09_2008,90402,24.26,918
10_2008,90402,24.6,952
11_2008,90402,17.84,1071
12_2008,90402,18.24,1108
01_2009,90402,17.49,1102
02_2009,90402,15.58,995
03_2009,90402,20.26,987
04_2009,90402,20.35,934
05_2009,90402,22.28,917
06_2009,90402,21.69,884
07_2009,90402,23.19,914
08_2009,90402,23.33,926
09_2009,90402,22.64,1003
10_2009,90402,22.96,1039
11_2009,90402,16.82,1028
12_2009,90402,17.27,1067
01_2010,90402,14.31,1088
02_2010,90402,12.33,987
03_2010,90402,17.44,984
04_2010,90402,17.53,934
05_2010,90402,21.74,931
06_2010,90402,21.69,899
07_2010,90402,23.64,906
08_2010,90402,23.73,914
09_2010,90402,19.46,939
10_2010,90402,20.04,971
11_2010,90402,15.6,1074
12_2010,90402,15.77,1120
01_2011,90402,15.78,1145
02_2011,90402,14.06,1038
03_2011,90402,17.28,1017
04_2011,90402,17.31,963
05_2011,90402,23.38,936
06_2011,90402,23.42,902
07_2011,90402,25.23,927
08_2011,90402,25.37,938
09_2011,90402,21.17,919
10_2011,90402,22.1,951
11_2011,90402,16,1106
12_2011,90402,16.42,1140
01_2012,90402,17.98,1121
02_2012,90402,17.47,1048
03_2012,90402,17.81,993
04_2012,90402,17.42,950
05_2012,90402,23.51,920
06_2012,90402,23.36,891
07_2012,90402,23.04,917
08_2012,90402,23.1,927
09_2012,90402,22.86,993
10_2012,90402,23.23,1028
11_2012,90402,14.33,1077
12_2013,90402,14.75,1113
01_2013,90402,16.47,1100
02_2013,90402,15.02,991
03_2013,90402,19.07,983
04_2013,90402,18.84,938
05_2013,90402,22.36,917
06_2013,90402,21.81,886
07_2005,90403,0,374
08_2005,90403,0,377
09_2005,90403,0,379
10_2005,90403,0,393
11_2005,90403,0,424
12_2005,90403,0,442
01_2006,90403,0,457
02_2006,90403,0,416
03_2006,90403,0,460
04_2006,90403,0,444
05_2006,90403,0,370
06_2006,90403,0,346
07_2006,90403,0,348
08_2006,90403,0,347
09_2006,90403,0,359
10_2006,90403,0,372
11_2006,90403,0,448
12_2006,90403,0,469
01_2007,90403,0,442
02_2007,90403,0,394
03_2007,90403,0,399
04_2007,90403,0,361
05_2007,90403,0,457
06_2007,90403,0,447
07_2007,90403,0,656
08_2007,90403,0,677
09_2007,90403,0,577
10_2007,90403,0,596
11_2007,90403,0,765
12_2007,90403,0,797
01_2008,90403,0,737
02_2008,90403,0,672
03_2008,90403,0,593
04_2008,90403,0,545
05_2008,90403,0,546
06_2008,90403,0,525
07_2008,90403,0,554
08_2008,90403,0,555
09_2008,90403,0,595
10_2008,90403,0,621
11_2008,90403,0,729
12_2008,90403,0,769
01_2009,90403,0,693
02_2009,90403,0,606
03_2009,90403,0,643
04_2009,90403,0,596
05_2009,90403,0,552
06_2009,90403,0,541
07_2009,90403,0,614
08_2009,90403,0,628
09_2009,90403,0,627
10_2009,90403,0,649
11_2009,90403,0,828
12_2009,90403,0,878
01_2010,90403,0,794
02_2010,90403,0,694
03_2010,90403,0,721
04_2010,90403,0,682
05_2010,90403,0,705
06_2010,90403,0,568
07_2010,90403,0,497
08_2010,90403,0,491
09_2010,90403,0,488
10_2010,90403,0,505
11_2010,90403,0,654
12_2010,90403,0,696
01_2011,90403,0,684
02_2011,90403,0,617
03_2011,90403,0,640
04_2011,90403,0,620
05_2011,90403,0,591
06_2011,90403,0,574
07_2011,90403,0,623
08_2011,90403,0,623
09_2011,90403,0,603
10_2011,90403,0,623
11_2011,90403,0,748
12_2011,90403,0,783
01_2012,90403,0,737
02_2012,90403,0,679
03_2012,90403,0,662
04_2012,90403,0,625
05_2012,90403,0,477
06_2012,90403,0,444
07_2012,90403,0,577
08_2012,90403,0,535
09_2012,90403,0,378
10_2012,90403,0,386
11_2012,90403,0,533
12_2013,90403,0,571
01_2013,90403,0,536
02_2013,90403,0,474
03_2013,90403,0,430
04_2013,90403,0,394
05_2013,90403,0,383
06_2013,90403,0,368
07_2005,90405,9,374
08_2005,90405,9,370
09_2005,90405,7.5,367
10_2005,90405,7.17,383
11_2005,90405,5.67,402
12_2005,90405,5.33,417
01_2006,90405,4.67,418
02_2006,90405,4.5,380
03_2006,90405,4.67,387
04_2006,90405,4.67,347
05_2006,90405,6,337
06_2006,90405,6.33,314
07_2006,90405,6.83,334
08_2006,90405,7.67,342
09_2006,90405,7.5,334
10_2006,90405,7.5,347
11_2006,90405,6.83,345
12_2006,90405,6.67,360
01_2007,90405,6.67,382
02_2007,90405,6.67,358
03_2007,90405,6.33,377
04_2007,90405,5.5,350
05_2007,90405,5.83,323
06_2007,90405,5.83,295
07_2007,90405,7.17,314
08_2007,90405,7.67,318
09_2007,90405,7.5,327
10_2007,90405,8,348
11_2007,90405,6.83,391
12_2007,90405,6.83,426
01_2008,90405,6.67,425
02_2008,90405,6,401
03_2008,90405,6.33,390
04_2008,90405,6.5,334
05_2008,90405,6.5,337
06_2008,90405,6.67,329
07_2008,90405,6.5,349
08_2008,90405,6,351
09_2008,90405,5.5,335
10_2008,90405,5.67,343
11_2008,90405,4.67,346
12_2008,90405,4.33,367
01_2009,90405,4.67,399
02_2009,90405,4.67,375
03_2009,90405,6.33,414
04_2009,90405,7.33,399
05_2009,90405,7.83,398
06_2009,90405,7.83,375
07_2009,90405,7.83,380
08_2009,90405,7.33,375
09_2009,90405,8.83,362
10_2009,90405,9.67,377
11_2009,90405,7.33,399
12_2009,90405,6,431
01_2010,90405,5.67,413
02_2010,90405,4.33,360
03_2010,90405,5.83,365
04_2010,90405,6.5,323
05_2010,90405,7.33,351
06_2010,90405,7,350
07_2010,90405,7.17,359
08_2010,90405,7,356
09_2010,90405,6.83,350
10_2010,90405,7,367
11_2010,90405,6.17,390
12_2010,90405,5.83,423
01_2011,90405,6.17,397
02_2011,90405,5.5,341
03_2011,90405,6,362
04_2011,90405,5.67,333
05_2011,90405,6.83,361
06_2011,90405,7.17,367
07_2011,90405,7.83,422
08_2011,90405,8.5,450
09_2011,90405,7.17,419
10_2011,90405,6.83,427
11_2011,90405,6.83,449
12_2011,90405,6.83,482
01_2012,90405,6.5,441
02_2012,90405,5.5,391
03_2012,90405,6.17,429
04_2012,90405,6.17,421
05_2012,90405,6.67,404
06_2012,90405,6.67,374
07_2012,90405,7.17,401
08_2012,90405,7.5,407
09_2012,90405,7.17,411
10_2012,90405,7.83,436
11_2012,90405,6.67,456
12_2013,90405,6.5,491
01_2013,90405,6.5,440
02_2013,90405,5.5,366
03_2013,90405,6.33,398
04_2013,90405,6.17,380
05_2013,90405,6.17,379
06_2013,90405,6.17,354
07_2005,90501,33.43,327
08_2005,90501,33.2,327
09_2005,90501,28.66,304
10_2005,90501,29.11,314
11_2005,90501,25.45,338
12_2005,90501,26,351
01_2006,90501,24.76,341
02_2006,90501,22.83,306
03_2006,90501,24.3,327
04_2006,90501,23.85,314
05_2006,90501,29.01,319
06_2006,90501,29.31,308
07_2006,90501,33.27,353
08_2006,90501,33.22,353
09_2006,90501,29.04,307
10_2006,90501,29.41,317
11_2006,90501,26.04,342
12_2006,90501,25.83,355
01_2007,90501,26,363
02_2007,90501,23.15,328
03_2007,90501,27.01,315
04_2007,90501,26.33,300
05_2007,90501,30.34,313
06_2007,90501,30.11,303
07_2007,90501,30.88,334
08_2007,90501,30.93,334
09_2007,90501,27.02,310
10_2007,90501,28.01,321
11_2007,90501,23.93,347
12_2007,90501,23.42,360
01_2008,90501,22.06,361
02_2008,90501,20.35,338
03_2008,90501,24.53,318
04_2008,90501,24.91,301
05_2008,90501,27.7,318
06_2008,90501,26.66,309
07_2008,90501,29.96,350
08_2008,90501,30.17,350
09_2008,90501,26.14,317
10_2008,90501,26.97,328
11_2008,90501,23.34,348
12_2008,90501,22.81,360
01_2009,90501,21.7,341
02_2009,90501,19.43,305
03_2009,90501,23.31,315
04_2009,90501,23.62,300
05_2009,90501,25.79,306
06_2009,90501,24.8,296
07_2009,90501,27.53,339
08_2009,90501,28.29,340
09_2009,90501,24.95,318
10_2009,90501,25.45,329
11_2009,90501,22.69,337
12_2009,90501,22.06,349
01_2010,90501,20.59,347
02_2010,90501,18.24,313
03_2010,90501,22.37,312
04_2010,90501,23.02,297
05_2010,90501,25.21,303
06_2010,90501,25.27,294
07_2010,90501,26.29,314
08_2010,90501,26.46,314
09_2010,90501,24.27,302
10_2010,90501,24.28,317
11_2010,90501,21.38,349
12_2010,90501,20.7,362
01_2011,90501,21.06,347
02_2011,90501,19.14,312
03_2011,90501,21.47,314
04_2011,90501,21.92,299
05_2011,90501,24.88,301
06_2011,90501,24.21,291
07_2011,90501,26.49,317
08_2011,90501,26.05,316
09_2011,90501,24.33,301
10_2011,90501,24.33,313
11_2011,90501,20.91,349
12_2011,90501,20.97,361
01_2012,90501,21.07,346
02_2012,90501,19.96,321
03_2012,90501,21.4,309
04_2012,90501,20.67,296
05_2012,90501,25.19,299
06_2012,90501,25,290
07_2012,90501,13.01,330
08_2012,90501,12.89,332
09_2012,90501,11.41,321
10_2012,90501,11.69,331
11_2012,90501,8.83,342
12_2013,90501,9.09,354
01_2013,90501,9.19,352
02_2013,90501,8.23,317
03_2013,90501,10.5,303
04_2013,90501,10.37,286
05_2013,90501,12.21,300
06_2013,90501,11.78,286
07_2005,90502,128.03,0
08_2005,90502,126.93,0
09_2005,90502,119.74,0
10_2005,90502,108.93,0
11_2005,90502,81.61,0
12_2005,90502,80.69,0
01_2006,90502,82.28,0
02_2006,90502,74.11,0
03_2006,90502,75.39,0
04_2006,90502,71.69,0
05_2006,90502,88.33,0
06_2006,90502,98.54,0
07_2006,90502,111.36,0
08_2006,90502,124.76,0
09_2006,90502,111.79,0
10_2006,90502,102.83,0
11_2006,90502,83.46,0
12_2006,90502,74.91,0
01_2007,90502,83.79,0
02_2007,90502,73.87,0
03_2007,90502,91.32,0
04_2007,90502,88.12,0
05_2007,90502,102.81,0
06_2007,90502,105.68,0
07_2007,90502,108.35,0
08_2007,90502,115.98,0
09_2007,90502,105.09,0
10_2007,90502,100.4,0
11_2007,90502,85.5,0
12_2007,90502,72.74,0
01_2008,90502,74.97,0
02_2008,90502,69.03,0
03_2008,90502,85.32,0
04_2008,90502,95.95,0
05_2008,90502,99.16,0
06_2008,90502,95.15,0
07_2008,90502,108.35,0
08_2008,90502,115.98,0
09_2008,90502,105.09,0
10_2008,90502,100.4,0
11_2008,90502,85.5,0
12_2008,90502,72.74,0
01_2009,90502,74.97,0
02_2009,90502,69.03,0
03_2009,90502,85.32,0
04_2009,90502,95.95,0
05_2009,90502,99.16,0
06_2009,90502,95.15,0
07_2009,90502,101.03,0
08_2009,90502,113.19,0
09_2009,90502,87.09,0
10_2009,90502,90.08,0
11_2009,90502,77.34,0
12_2009,90502,70.04,0
01_2010,90502,65.76,0
02_2010,90502,62.5,0
03_2010,90502,75.62,0
04_2010,90502,171.67,0
05_2010,90502,104.48,0
06_2010,90502,102.84,0
07_2010,90502,103.09,0
08_2010,90502,109.2,0
09_2010,90502,92.32,0
10_2010,90502,82.54,0
11_2010,90502,85.86,0
12_2010,90502,67.8,0
01_2011,90502,72.3,0
02_2011,90502,63.34,0
03_2011,90502,67.88,0
04_2011,90502,78.33,0
05_2011,90502,101.84,0
06_2011,90502,99.72,0
07_2011,90502,106.05,0
08_2011,90502,95.65,0
09_2011,90502,89.34,0
10_2011,90502,79.16,0
11_2011,90502,69.44,0
12_2011,90502,73.82,0
01_2012,90502,65.51,0
02_2012,90502,68.76,0
03_2012,90502,87.41,0
04_2012,90502,72.24,0
05_2012,90502,83.99,0
06_2012,90502,94.5,0
07_2012,90502,0,0
08_2012,90502,0,0
09_2012,90502,0,0
10_2012,90502,0,0
11_2012,90502,0,0
12_2013,90502,0,0
01_2013,90502,0,0
02_2013,90502,0,0
03_2013,90502,0,0
04_2013,90502,0,0
05_2013,90502,0,0
06_2013,90502,0,0
07_2005,90710,33.89,370
08_2005,90710,33.07,384
09_2005,90710,28.61,354
10_2005,90710,26.54,361
11_2005,90710,23.87,378
12_2005,90710,23.75,395
01_2006,90710,23.44,386
02_2006,90710,21.02,346
03_2006,90710,22.52,368
04_2006,90710,21.93,349
05_2006,90710,27.07,374
06_2006,90710,28.95,367
07_2006,90710,32.08,411
08_2006,90710,32.51,430
09_2006,90710,28.61,369
10_2006,90710,27.95,369
11_2006,90710,25.09,395
12_2006,90710,24.82,415
01_2007,90710,24.51,403
02_2007,90710,21.9,360
03_2007,90710,25.17,366
04_2007,90710,25.75,343
05_2007,90710,29.97,367
06_2007,90710,29.88,359
07_2007,90710,35.81,405
08_2007,90710,32.55,422
09_2007,90710,27.38,367
10_2007,90710,27.25,370
11_2007,90710,23.02,396
12_2007,90710,22.43,417
01_2008,90710,22.04,406
02_2008,90710,19.81,375
03_2008,90710,24.2,374
04_2008,90710,25.29,351
05_2008,90710,27.22,379
06_2008,90710,26.11,371
07_2008,90710,34.43,400
08_2008,90710,31.14,413
09_2008,90710,26.9,374
10_2008,90710,26.76,379
11_2008,90710,22.77,394
12_2008,90710,22.14,412
01_2009,90710,22.02,391
02_2009,90710,19.44,346
03_2009,90710,23.47,365
04_2009,90710,24.33,343
05_2009,90710,25.56,354
06_2009,90710,24.44,343
07_2009,90710,31.04,391
08_2009,90710,33.99,414
09_2009,90710,27.26,366
10_2009,90710,25.89,370
11_2009,90710,22.17,379
12_2009,90710,21.11,396
01_2010,90710,19.33,384
02_2010,90710,16.9,343
03_2010,90710,20.93,357
04_2010,90710,21.23,334
05_2010,90710,24.28,349
06_2010,90710,24.62,338
07_2010,90710,27.8,353
08_2010,90710,28.19,361
09_2010,90710,26.5,348
10_2010,90710,23.87,360
11_2010,90710,19.84,380
12_2010,90710,19.51,398
01_2011,90710,19.89,379
02_2011,90710,17.93,336
03_2011,90710,20.61,352
04_2011,90710,20.6,331
05_2011,90710,23.93,343
06_2011,90710,24.72,333
07_2011,90710,28.77,349
08_2011,90710,31.05,356
09_2011,90710,27.11,347
10_2011,90710,26.14,359
11_2011,90710,21.33,379
12_2011,90710,20.86,397
01_2012,90710,20.63,375
02_2012,90710,19.58,343
03_2012,90710,21.33,346
04_2012,90710,20.76,327
05_2012,90710,24.31,337
06_2012,90710,24.98,325
07_2012,90710,12.54,377
08_2012,90710,12.67,391
09_2012,90710,11.13,365
10_2012,90710,11.51,376
11_2012,90710,8.57,372
12_2013,90710,8.49,385
01_2013,90710,8.95,384
02_2013,90710,8.22,346
03_2013,90710,10.05,338
04_2013,90710,10.15,309
05_2013,90710,11.9,338
06_2013,90710,11.91,333
07_2005,90717,24.64,400
08_2005,90717,25.03,406
09_2005,90717,21.27,377
10_2005,90717,21.63,389
11_2005,90717,19.31,431
12_2005,90717,19.18,456
01_2006,90717,19.08,448
02_2006,90717,16.92,406
03_2006,90717,18.21,426
04_2006,90717,17.6,403
05_2006,90717,22.32,398
06_2006,90717,22.35,378
07_2006,90717,24.74,416
08_2006,90717,25.12,427
09_2006,90717,22.08,384
10_2006,90717,21.57,391
11_2006,90717,19.22,438
12_2006,90717,19.2,464
01_2007,90717,19.19,471
02_2007,90717,17.15,429
03_2007,90717,19.92,419
04_2007,90717,19.59,386
05_2007,90717,22.56,400
06_2007,90717,22.45,387
07_2007,90717,23.28,425
08_2007,90717,23.22,431
09_2007,90717,20.14,389
10_2007,90717,20.4,396
11_2007,90717,17.5,451
12_2007,90717,17.8,480
01_2008,90717,17.51,483
02_2008,90717,15.78,451
03_2008,90717,19.38,415
04_2008,90717,20.13,377
05_2008,90717,22.2,395
06_2008,90717,21.96,381
07_2008,90717,22.41,416
08_2008,90717,22.36,424
09_2008,90717,20.4,393
10_2008,90717,20.75,402
11_2008,90717,17.34,442
12_2008,90717,17.33,468
01_2009,90717,16.98,450
02_2009,90717,14.98,401
03_2009,90717,18.44,412
04_2009,90717,19.28,382
05_2009,90717,20.8,382
06_2009,90717,20.53,366
07_2009,90717,21.78,413
08_2009,90717,21.65,424
09_2009,90717,20.63,404
10_2009,90717,20.73,415
11_2009,90717,17.7,429
12_2009,90717,17.35,447
01_2010,90717,15.58,440
02_2010,90717,13.26,396
03_2010,90717,16.45,399
04_2010,90717,16.73,369
05_2010,90717,19.92,378
06_2010,90717,19.9,363
07_2010,90717,20.77,384
08_2010,90717,21.1,385
09_2010,90717,18.31,366
10_2010,90717,18.24,377
11_2010,90717,15.91,433
12_2010,90717,16.33,461
01_2011,90717,16.45,440
02_2011,90717,14.61,392
03_2011,90717,16.85,391
04_2011,90717,16.54,361
05_2011,90717,19.02,374
06_2011,90717,19.08,365
07_2011,90717,19.1,370
08_2011,90717,19.12,368
09_2011,90717,17.81,362
10_2011,90717,17.98,375
11_2011,90717,15.49,429
12_2011,90717,15.22,455
01_2012,90717,15.05,420
02_2012,90717,14.17,383
03_2012,90717,15.71,383
04_2012,90717,15.26,360
05_2012,90717,19.24,356
06_2012,90717,19.43,341
07_2012,90717,13.87,377
08_2012,90717,13.99,382
09_2012,90717,12.52,367
10_2012,90717,12.73,376
11_2012,90717,9.12,411
12_2013,90717,9.05,433
01_2013,90717,9.63,432
02_2013,90717,8.35,388
03_2013,90717,10.99,379
04_2013,90717,11.37,347
05_2013,90717,13.31,356
06_2013,90717,13.57,343
07_2005,90731,30.45,325
08_2005,90731,32.62,338
09_2005,90731,31.42,322
10_2005,90731,29.15,336
11_2005,90731,35.02,331
12_2005,90731,33.93,375
01_2006,90731,31.43,376
02_2006,90731,26.38,324
03_2006,90731,26.94,353
04_2006,90731,28.28,316
05_2006,90731,31.69,331
06_2006,90731,33.91,344
07_2006,90731,34.69,363
08_2006,90731,34.19,360
09_2006,90731,35.22,336
10_2006,90731,29.98,340
11_2006,90731,27.95,338
12_2006,90731,26.26,395
01_2007,90731,25.39,395
02_2007,90731,23.26,324
03_2007,90731,27.65,350
04_2007,90731,28.71,316
05_2007,90731,30.43,326
06_2007,90731,30.06,326
07_2007,90731,34.55,348
08_2007,90731,39.47,361
09_2007,90731,40.88,340
10_2007,90731,39.05,347
11_2007,90731,33.68,343
12_2007,90731,32.43,399
01_2008,90731,33.38,400
02_2008,90731,30.68,343
03_2008,90731,34.3,358
04_2008,90731,36.54,325
05_2008,90731,32.76,335
06_2008,90731,26.72,335
07_2008,90731,33.44,349
08_2008,90731,38.44,355
09_2008,90731,40.04,338
10_2008,90731,38.53,345
11_2008,90731,33.15,339
12_2008,90731,32.31,385
01_2009,90731,33.4,385
02_2009,90731,29.84,322
03_2009,90731,33.45,348
04_2009,90731,35.27,310
05_2009,90731,31.46,319
06_2009,90731,25.14,320
07_2009,90731,25.35,347
08_2009,90731,26.67,370
09_2009,90731,27.37,350
10_2009,90731,29.27,341
11_2009,90731,27.17,332
12_2009,90731,23.26,382
01_2010,90731,20.06,384
02_2010,90731,17.1,320
03_2010,90731,20.37,343
04_2010,90731,20.91,305
05_2010,90731,21.75,314
06_2010,90731,22.84,308
07_2010,90731,25.54,323
08_2010,90731,24.99,331
09_2010,90731,23.28,323
10_2010,90731,21.76,347
11_2010,90731,20.38,341
12_2010,90731,19.59,380
01_2011,90731,20,378
02_2011,90731,18.54,319
03_2011,90731,20.67,347
04_2011,90731,22.07,306
05_2011,90731,24.47,315
06_2011,90731,26.02,316
07_2011,90731,27.57,333
08_2011,90731,29.91,335
09_2011,90731,29.23,320
10_2011,90731,25.89,338
11_2011,90731,21.09,332
12_2011,90731,20.25,372
01_2012,90731,19.85,371
02_2012,90731,18.86,2150
03_2012,90731,20.81,2249
04_2012,90731,20.76,303
05_2012,90731,22.42,310
06_2012,90731,23.63,304
07_2012,90731,11.31,328
08_2012,90731,11.63,373
09_2012,90731,10.88,357
10_2012,90731,10.16,344
11_2012,90731,9.22,331
12_2013,90731,8.16,383
01_2013,90731,8.23,382
02_2013,90731,7.84,309
03_2013,90731,9.07,331
04_2013,90731,9.96,292
05_2013,90731,10.68,303
06_2013,90731,10.94,308
07_2005,90732,31.11,479
08_2005,90732,31.96,522
09_2005,90732,29.15,487
10_2005,90732,26.54,484
11_2005,90732,24.64,482
12_2005,90732,23.66,533
01_2006,90732,23.75,531
02_2006,90732,21.24,464
03_2006,90732,22.63,502
04_2006,90732,22.32,451
05_2006,90732,26.66,500
06_2006,90732,30.73,534
07_2006,90732,33.14,552
08_2006,90732,33.04,569
09_2006,90732,30.96,512
10_2006,90732,28.65,478
11_2006,90732,26.23,486
12_2006,90732,24.76,554
01_2007,90732,24.98,543
02_2007,90732,22.66,460
03_2007,90732,26.24,497
04_2007,90732,27.29,449
05_2007,90732,29.98,479
06_2007,90732,31.42,482
07_2007,90732,31.69,521
08_2007,90732,30.99,572
09_2007,90732,27.8,520
10_2007,90732,26.57,499
11_2007,90732,23.88,503
12_2007,90732,21.02,564
01_2008,90732,21.09,554
02_2008,90732,19.21,489
03_2008,90732,22.35,516
04_2008,90732,25.72,477
05_2008,90732,27.58,506
06_2008,90732,26.81,501
07_2008,90732,30.24,520
08_2008,90732,29.31,548
09_2008,90732,26.89,521
10_2008,90732,26.79,527
11_2008,90732,23.99,513
12_2008,90732,21.12,553
01_2009,90732,21.25,545
02_2009,90732,18.21,461
03_2009,90732,21.13,497
04_2009,90732,23.31,449
05_2009,90732,24.99,474
06_2009,90732,23.87,469
07_2009,90732,24.38,509
08_2009,90732,24.93,582
09_2009,90732,23.54,533
10_2009,90732,22.26,497
11_2009,90732,20.44,487
12_2009,90732,18.55,539
01_2010,90732,17.79,534
02_2010,90732,14.77,452
03_2010,90732,17.72,490
04_2010,90732,20.83,437
05_2010,90732,22.79,457
06_2010,90732,24.02,452
07_2010,90732,25.25,464
08_2010,90732,24.92,480
09_2010,90732,23.46,471
10_2010,90732,21.2,501
11_2010,90732,19.27,497
12_2010,90732,17.34,549
01_2011,90732,17.7,531
02_2011,90732,16.62,441
03_2011,90732,18.76,483
04_2011,90732,20.46,441
05_2011,90732,22.59,463
06_2011,90732,24.15,465
07_2011,90732,26.08,478
08_2011,90732,25.82,501
09_2011,90732,23.54,472
10_2011,90732,21.63,475
11_2011,90732,19.71,478
12_2011,90732,19.45,535
01_2012,90732,18.98,521
02_2012,90732,18.18,451
03_2012,90732,20.44,476
04_2012,90732,20.14,435
05_2012,90732,22.67,451
06_2012,90732,24.87,435
07_2012,90732,14.37,493
08_2012,90732,15.05,580
09_2012,90732,13.97,526
10_2012,90732,12.99,496
11_2012,90732,11.55,481
12_2013,90732,9.64,526
01_2013,90732,9.79,513
02_2013,90732,9.37,423
03_2013,90732,10.9,456
04_2013,90732,12.31,410
05_2013,90732,13.27,439
06_2013,90732,13.98,444
07_2005,90744,73.63,328
08_2005,90744,65.26,331
09_2005,90744,63.78,315
10_2005,90744,63.01,332
11_2005,90744,62.6,340
12_2005,90744,71.2,349
01_2006,90744,70.35,336
02_2006,90744,64.67,303
03_2006,90744,80.95,329
04_2006,90744,73.09,315
05_2006,90744,79.28,318
06_2006,90744,78.08,323
07_2006,90744,83.65,367
08_2006,90744,82.71,359
09_2006,90744,74.28,320
10_2006,90744,77,334
11_2006,90744,79.8,340
12_2006,90744,91.39,360
01_2007,90744,85.97,374
02_2007,90744,84.9,325
03_2007,90744,79.61,315
04_2007,90744,72.55,304
05_2007,90744,70.4,313
06_2007,90744,66.55,315
07_2007,90744,83.29,349
08_2007,90744,88.23,350
09_2007,90744,84.48,330
10_2007,90744,90.53,344
11_2007,90744,85.38,342
12_2007,90744,97.49,361
01_2008,90744,93.18,374
02_2008,90744,70.19,339
03_2008,90744,74.96,318
04_2008,90744,75.35,307
05_2008,90744,79.77,323
06_2008,90744,79.91,325
07_2008,90744,82.51,364
08_2008,90744,87.49,362
09_2008,90744,83.84,339
10_2008,90744,89.89,349
11_2008,90744,84.74,343
12_2008,90744,96.99,361
01_2009,90744,92.88,364
02_2009,90744,69.37,322
03_2009,90744,74.02,318
04_2009,90744,74.22,305
05_2009,90744,78.23,310
06_2009,90744,78.37,309
07_2009,90744,62.16,352
08_2009,90744,82.72,356
09_2009,90744,87.35,343
10_2009,90744,78.85,350
11_2009,90744,73.72,337
12_2009,90744,77.95,354
01_2010,90744,79.02,363
02_2010,90744,64.04,321
03_2010,90744,68.87,313
04_2010,90744,71.2,300
05_2010,90744,70.34,305
06_2010,90744,62.9,300
07_2010,90744,80.73,320
08_2010,90744,86.34,325
09_2010,90744,79.05,319
10_2010,90744,76.78,334
11_2010,90744,71.19,338
12_2010,90744,73.47,355
01_2011,90744,70.24,361
02_2011,90744,57.53,318
03_2011,90744,64.3,314
04_2011,90744,73.34,299
05_2011,90744,77.49,299
06_2011,90744,74.43,299
07_2011,90744,85.31,332
08_2011,90744,85.52,333
09_2011,90744,79.25,316
10_2011,90744,73.57,334
11_2011,90744,57.49,347
12_2011,90744,56.45,358
01_2012,90744,54.17,347
02_2012,90744,50.66,317
03_2012,90744,65.31,316
04_2012,90744,63.22,301
05_2012,90744,62.99,300
06_2012,90744,62.25,300
07_2012,90744,12.57,338
08_2012,90744,12.37,348
09_2012,90744,11.59,345
10_2012,90744,11.23,348
11_2012,90744,9.41,326
12_2013,90744,9.57,351
01_2013,90744,9.32,373
02_2013,90744,8.51,321
03_2013,90744,10.35,298
04_2013,90744,10.44,288
05_2013,90744,12.02,302
06_2013,90744,11.67,299
07_2005,91040,37.17,771
08_2005,91040,37.35,810
09_2005,91040,32.2,758
10_2005,91040,27.1,585
11_2005,91040,23.96,572
12_2005,91040,19.53,637
01_2006,91040,19.16,636
02_2006,91040,16.06,544
03_2006,91040,15.82,600
04_2006,91040,18.87,549
05_2006,91040,24.73,596
06_2006,91040,37.57,1008
07_2006,91040,39.69,1026
08_2006,91040,37.93,860
