Text Date,Value Date,Zip Code,Water Use,Power Use,Zip Code (location)
Apr_2013,Apr-13,90025,10.95,309,
May_2013,May-13,90025,12.17,320,
Jun_2013,Jun-13,90025,12.4,319,
Jul_2005,Jul-05,90026,26.99,313,
Aug_2005,Aug-05,90026,26.95,321,
Sep_2005,Sep-05,90026,24.82,290,
Oct_2005,Oct-05,90026,24.43,294,
Nov_2005,Nov-05,90026,22.42,304,
Dec_2005,Dec-05,90026,22.57,319,
Jan_2006,Jan-06,90026,22.42,323,
Feb_2006,Feb-06,90026,19.68,292,
Mar_2006,Mar-06,90026,21.47,312,
Apr_2006,Apr-06,90026,21.57,296,
May_2006,May-06,90026,25.04,303,
Jun_2006,Jun-06,90026,24.89,301,
Jul_2006,Jul-06,90026,27.16,358,
Aug_2006,Aug-06,90026,27.5,361,
Sep_2006,Sep-06,90026,24.65,301,
Oct_2006,Oct-06,90026,25.27,301,
Nov_2006,Nov-06,90026,22.91,321,
Dec_2006,Dec-06,90026,23.22,341,
Jan_2007,Jan-07,90026,22.48,348,
Feb_2007,Feb-07,90026,20.6,310,
Mar_2007,Mar-07,90026,24.8,303,
Apr_2007,Apr-07,90026,23.26,284,
May_2007,May-07,90026,25.23,289,
Jun_2007,Jun-07,90026,24.67,284,
Jul_2007,Jul-07,90026,25.81,336,
Aug_2007,Aug-07,90026,25.47,345,
Sep_2007,Sep-07,90026,24.2,303,
Oct_2007,Oct-07,90026,24.82,304,
Nov_2007,Nov-07,90026,22.07,316,
Dec_2007,Dec-07,90026,21.05,335,
Jan_2008,Jan-08,90026,21.1,347,
Feb_2008,Feb-08,90026,20.54,322,
Mar_2008,Mar-08,90026,22.27,295,
Apr_2008,Apr-08,90026,21.85,276,
May_2008,May-08,90026,23.69,305,
Jun_2008,Jun-08,90026,23.07,303,
Jul_2008,Jul-08,90026,24.63,343,
Aug_2008,Aug-08,90026,24.37,347,
Sep_2008,Sep-08,90026,23.66,318,
Oct_2008,Oct-08,90026,24.41,323,
Nov_2008,Nov-08,90026,21.66,321,
Dec_2008,Dec-08,90026,20.51,336,
Jan_2009,Jan-09,90026,20.93,332,
Feb_2009,Feb-09,90026,19.94,296,
Mar_2009,Mar-09,90026,21.61,298,
Apr_2009,Apr-09,90026,20.98,280,
May_2009,May-09,90026,22.48,285,
Jun_2009,Jun-09,90026,21.77,279,
Jul_2009,Jul-09,90026,23.58,334,
Aug_2009,Aug-09,90026,23.07,349,
Sep_2009,Sep-09,90026,22.21,327,
Oct_2009,Oct-09,90026,23.07,328,
Nov_2009,Nov-09,90026,21.94,316,
Dec_2009,Dec-09,90026,22.71,330,
Jan_2010,Jan-10,90026,21.15,335,
Feb_2010,Feb-10,90026,18.7,303,
Mar_2010,Mar-10,90026,21.55,293,
Apr_2010,Apr-10,90026,20.67,271,
May_2010,May-10,90026,21.93,275,
Jun_2010,Jun-10,90026,20.59,266,
Jul_2010,Jul-10,90026,22.01,304,
Aug_2010,Aug-10,90026,22.64,312,
Sep_2010,Sep-10,90026,21.32,297,
Oct_2010,Oct-10,90026,22.14,307,
Nov_2010,Nov-10,90026,18.81,322,
Dec_2010,Dec-10,90026,18.8,338,
Jan_2011,Jan-11,90026,18.98,336,
Feb_2011,Feb-11,90026,17.07,299,
Mar_2011,Mar-11,90026,19.9,300,
Apr_2011,Apr-11,90026,19.66,283,
May_2011,May-11,90026,21.19,277,
Jun_2011,Jun-11,90026,21.06,268,
Jul_2011,Jul-11,90026,21.97,309,
Aug_2011,Aug-11,90026,21.32,315,
Sep_2011,Sep-11,90026,20.1,291,
Oct_2011,Oct-11,90026,20.26,298,
Nov_2011,Nov-11,90026,18.25,315,
Dec_2011,Dec-11,90026,18.63,331,
Jan_2012,Jan-12,90026,18.59,314,
Feb_2012,Feb-12,90026,17.43,289,
Mar_2012,Mar-12,90026,18.89,289,
Apr_2012,Apr-12,90026,18.18,273,
May_2012,May-12,90026,19.95,269,
Jun_2012,Jun-12,90026,19.9,264,
Jul_2012,Jul-12,90026,10.64,331,
Aug_2012,Aug-12,90026,10.85,347,
Sep_2012,Sep-12,90026,10.04,333,
Oct_2012,Oct-12,90026,10.18,336,
Nov_2012,Nov-12,90026,8.64,312,
Dec_2013,Dec-12,90026,8.49,325,
Jan_2013,Jan-13,90026,8.41,335,
Feb_2013,Feb-13,90026,7.32,298,
Mar_2013,Mar-13,90026,8.65,275,
Apr_2013,Apr-13,90026,8.73,256,
May_2013,May-13,90026,9.8,279,
Jun_2013,Jun-13,90026,9.65,273,
Jul_2005,Jul-05,90027,61.94,380,
Aug_2005,Aug-05,90027,60.96,405,
Sep_2005,Sep-05,90027,55.74,383,
Oct_2005,Oct-05,90027,50.14,357,
Nov_2005,Nov-05,90027,44.52,349,
Dec_2005,Dec-05,90027,44.19,392,
Jan_2006,Jan-06,90027,42.27,394,
Feb_2006,Feb-06,90027,38.7,350,
Mar_2006,Mar-06,90027,40.33,383,
Apr_2006,Apr-06,90027,41.54,339,
May_2006,May-06,90027,49.79,362,
Jun_2006,Jun-06,90027,57.86,454,
Jul_2006,Jul-06,90027,60.91,476,
Aug_2006,Aug-06,90027,60.45,436,
Sep_2006,Sep-06,90027,58.44,404,
Oct_2006,Oct-06,90027,53.35,358,
Nov_2006,Nov-06,90027,49.81,354,
Dec_2006,Dec-06,90027,47.15,423,
Jan_2007,Jan-07,90027,46.93,422,
Feb_2007,Feb-07,90027,41.16,340,
Mar_2007,Mar-07,90027,48.22,368,
Apr_2007,Apr-07,90027,51.71,337,
May_2007,May-07,90027,56.52,353,
Jun_2007,Jun-07,90027,60.98,381,
Jul_2007,Jul-07,90027,59.69,409,
Aug_2007,Aug-07,90027,61.35,467,
Sep_2007,Sep-07,90027,55.62,434,
Oct_2007,Oct-07,90027,51.29,363,
Nov_2007,Nov-07,90027,48.19,356,
Dec_2007,Dec-07,90027,40.48,424,
Jan_2008,Jan-08,90027,40.58,425,
Feb_2008,Feb-08,90027,36.45,361,
Mar_2008,Mar-08,90027,43.43,378,
Apr_2008,Apr-08,90027,47.61,354,
May_2008,May-08,90027,49.14,372,
Jun_2008,Jun-08,90027,46.88,409,
Jul_2008,Jul-08,90027,58.67,430,
Aug_2008,Aug-08,90027,59.17,446,
Sep_2008,Sep-08,90027,53.9,423,
Oct_2008,Oct-08,90027,51.39,387,
Nov_2008,Nov-08,90027,48.15,374,
Dec_2008,Dec-08,90027,40.27,404,
Jan_2009,Jan-09,90027,40.39,405,
Feb_2009,Feb-09,90027,34.97,350,
Mar_2009,Mar-09,90027,42.3,380,
Apr_2009,Apr-09,90027,46.02,337,
May_2009,May-09,90027,47.16,349,
Jun_2009,Jun-09,90027,43.59,372,
Jul_2009,Jul-09,90027,42.8,400,
Aug_2009,Aug-09,90027,44.32,460,
Sep_2009,Sep-09,90027,42.64,435,
Oct_2009,Oct-09,90027,41.69,369,
Nov_2009,Nov-09,90027,37.81,357,
Dec_2009,Dec-09,90027,34.23,401,
Jan_2010,Jan-10,90027,33.18,401,
Feb_2010,Feb-10,90027,29.98,333,
Mar_2010,Mar-10,90027,34.84,359,
Apr_2010,Apr-10,90027,37.05,320,
May_2010,May-10,90027,43.25,333,
Jun_2010,Jun-10,90027,44.06,344,
Jul_2010,Jul-10,90027,49.45,361,
Aug_2010,Aug-10,90027,50.79,387,
Sep_2010,Sep-10,90027,47.63,379,
Oct_2010,Oct-10,90027,40.33,377,
Nov_2010,Nov-10,90027,36.73,366,
Dec_2010,Dec-10,90027,32.76,403,
Jan_2011,Jan-11,90027,33.16,404,
Feb_2011,Feb-11,90027,29.63,345,
Mar_2011,Mar-11,90027,33.66,374,
Apr_2011,Apr-11,90027,38.75,323,
May_2011,May-11,90027,43.83,335,
Jun_2011,Jun-11,90027,46.52,357,
Jul_2011,Jul-11,90027,49.32,377,
Aug_2011,Aug-11,90027,48.24,398,
Sep_2011,Sep-11,90027,45.37,379,
Oct_2011,Oct-11,90027,38.45,358,
Nov_2011,Nov-11,90027,34.7,350,
Dec_2011,Dec-11,90027,35.54,393,
Jan_2012,Jan-12,90027,34.76,391,
Feb_2012,Feb-12,90027,32.92,341,
Mar_2012,Mar-12,90027,37.49,357,
Apr_2012,Apr-12,90027,37.54,318,
May_2012,May-12,90027,43.21,329,
Jun_2012,Jun-12,90027,48.52,338,
Jul_2012,Jul-12,90027,19.72,372,
Aug_2012,Aug-12,90027,21.49,498,
Sep_2012,Sep-12,90027,20.32,467,
Oct_2012,Oct-12,90027,18.2,378,
Nov_2012,Nov-12,90027,16.56,363,
Dec_2013,Dec-12,90027,12.32,405,
Jan_2013,Jan-13,90027,12.12,403,
Feb_2013,Feb-13,90027,12.82,320,
Mar_2013,Mar-13,90027,14.92,345,
Apr_2013,Apr-13,90027,17.2,314,
May_2013,May-13,90027,18.3,331,
Jun_2013,Jun-13,90027,19.81,365,
Jul_2005,Jul-05,90028,64.02,298,
Aug_2005,Aug-05,90028,67.21,324,
Sep_2005,Sep-05,90028,65.81,300,
Oct_2005,Oct-05,90028,64.43,284,
Nov_2005,Nov-05,90028,60.9,271,
Dec_2005,Dec-05,90028,61.16,281,
Jan_2006,Jan-06,90028,60.48,285,
Feb_2006,Feb-06,90028,55.22,262,
Mar_2006,Mar-06,90028,60.11,287,
Apr_2006,Apr-06,90028,57.16,261,
May_2006,May-06,90028,60.24,286,
Jun_2006,Jun-06,90028,62.29,331,
Jul_2006,Jul-06,90028,65.63,359,
Aug_2006,Aug-06,90028,66.38,364,
Sep_2006,Sep-06,90028,62.96,322,
Oct_2006,Oct-06,90028,63.26,287,
Nov_2006,Nov-06,90028,60.36,279,
Dec_2006,Dec-06,90028,59.63,302,
Jan_2007,Jan-07,90028,59.02,304,
Feb_2007,Feb-07,90028,54.02,260,
Mar_2007,Mar-07,90028,60.87,278,
Apr_2007,Apr-07,90028,59.31,259,
May_2007,May-07,90028,60.63,276,
Jun_2007,Jun-07,90028,60.44,291,
Jul_2007,Jul-07,90028,65.76,328,
Aug_2007,Aug-07,90028,66.47,370,
Sep_2007,Sep-07,90028,63.3,332,
Oct_2007,Oct-07,90028,63.71,292,
Nov_2007,Nov-07,90028,59.7,282,
Dec_2007,Dec-07,90028,57.08,303,
Jan_2008,Jan-08,90028,55.82,305,
Feb_2008,Feb-08,90028,52.28,278,
Mar_2008,Mar-08,90028,57.7,289,
Apr_2008,Apr-08,90028,56.88,274,
May_2008,May-08,90028,59.49,295,
Jun_2008,Jun-08,90028,58.71,318,
Jul_2008,Jul-08,90028,65.83,343,
Aug_2008,Aug-08,90028,65.54,352,
Sep_2008,Sep-08,90028,62.5,326,
Oct_2008,Oct-08,90028,63.6,313,
Nov_2008,Nov-08,90028,59.68,295,
Dec_2008,Dec-08,90028,57.2,300,
Jan_2009,Jan-09,90028,55.8,298,
Feb_2009,Feb-09,90028,50.89,257,
Mar_2009,Mar-09,90028,56.63,275,
Apr_2009,Apr-09,90028,55.55,258,
May_2009,May-09,90028,57.61,270,
Jun_2009,Jun-09,90028,56.18,276,
Jul_2009,Jul-09,90028,58.47,292,
Aug_2009,Aug-09,90028,62,331,
Sep_2009,Sep-09,90028,58.94,306,
Oct_2009,Oct-09,90028,58.46,279,
Nov_2009,Nov-09,90028,55.01,264,
Dec_2009,Dec-09,90028,53.44,273,
Jan_2010,Jan-10,90028,52.49,273,
Feb_2010,Feb-10,90028,48.31,239,
Mar_2010,Mar-10,90028,53.08,255,
Apr_2010,Apr-10,90028,52.3,233,
May_2010,May-10,90028,54.54,248,
Jun_2010,Jun-10,90028,54.43,256,
Jul_2010,Jul-10,90028,55.47,276,
Aug_2010,Aug-10,90028,57.19,292,
Sep_2010,Sep-10,90028,55.39,290,
Oct_2010,Oct-10,90028,56.14,299,
Nov_2010,Nov-10,90028,53.35,284,
Dec_2010,Dec-10,90028,52.76,292,
Jan_2011,Jan-11,90028,52.8,292,
Feb_2011,Feb-11,90028,48.9,258,
Mar_2011,Mar-11,90028,53.47,282,
Apr_2011,Apr-11,90028,53.21,261,
May_2011,May-11,90028,56.21,270,
Jun_2011,Jun-11,90028,55.96,275,
Jul_2011,Jul-11,90028,58.02,294,
Aug_2011,Aug-11,90028,59.29,314,
Sep_2011,Sep-11,90028,57.46,292,
Oct_2011,Oct-11,90028,56.66,277,
Nov_2011,Nov-11,90028,53.39,266,
Dec_2011,Dec-11,90028,53.91,279,
Jan_2012,Jan-12,90028,53.94,278,
Feb_2012,Feb-12,90028,51.48,254,
Mar_2012,Mar-12,90028,55.22,265,
Apr_2012,Apr-12,90028,52.44,244,
May_2012,May-12,90028,55.54,257,
Jun_2012,Jun-12,90028,56.6,270,
Jul_2012,Jul-12,90028,11.11,310,
Aug_2012,Aug-12,90028,12,373,
Sep_2012,Sep-12,90028,11.38,349,
Oct_2012,Oct-12,90028,11.05,312,
Nov_2012,Nov-12,90028,9.72,286,
Dec_2013,Dec-12,90028,8.54,291,
Jan_2013,Jan-13,90028,8.69,291,
Feb_2013,Feb-13,90028,8.44,245,
Mar_2013,Mar-13,90028,9.63,259,
Apr_2013,Apr-13,90028,9.99,244,
May_2013,May-13,90028,10.6,269,
Jun_2013,Jun-13,90028,10.69,291,
Jul_2005,Jul-05,90029,44.8,275,
Aug_2005,Aug-05,90029,45.5,276,
Sep_2005,Sep-05,90029,43.98,261,
Oct_2005,Oct-05,90029,43.18,263,
Nov_2005,Nov-05,90029,40.78,257,
Dec_2005,Dec-05,90029,41.27,276,
Jan_2006,Jan-06,90029,40.52,282,
Feb_2006,Feb-06,90029,36.82,254,
Mar_2006,Mar-06,90029,40.52,278,
Apr_2006,Apr-06,90029,38.81,257,
May_2006,May-06,90029,41.52,260,
Jun_2006,Jun-06,90029,42.73,285,
Jul_2006,Jul-06,90029,46.4,328,
Aug_2006,Aug-06,90029,45.86,308,
Sep_2006,Sep-06,90029,43,272,
Oct_2006,Oct-06,90029,43.7,272,
Nov_2006,Nov-06,90029,42.05,269,
Dec_2006,Dec-06,90029,42.28,299,
Jan_2007,Jan-07,90029,40.85,310,
Feb_2007,Feb-07,90029,37.01,261,
Mar_2007,Mar-07,90029,41.72,265,
Apr_2007,Apr-07,90029,40.9,248,
May_2007,May-07,90029,42.59,253,
Jun_2007,Jun-07,90029,42.02,263,
Jul_2007,Jul-07,90029,44.13,297,
Aug_2007,Aug-07,90029,43.91,306,
Sep_2007,Sep-07,90029,41.99,287,
Oct_2007,Oct-07,90029,42.08,281,
Nov_2007,Nov-07,90029,39.71,273,
Dec_2007,Dec-07,90029,39.62,302,
Jan_2008,Jan-08,90029,38.04,313,
Feb_2008,Feb-08,90029,35.2,277,
Mar_2008,Mar-08,90029,39.58,266,
Apr_2008,Apr-08,90029,38.61,252,
May_2008,May-08,90029,40.19,266,
Jun_2008,Jun-08,90029,39.41,279,
Jul_2008,Jul-08,90029,43.1,312,
Aug_2008,Aug-08,90029,42.86,311,
Sep_2008,Sep-08,90029,41.08,291,
Oct_2008,Oct-08,90029,41.24,286,
Nov_2008,Nov-08,90029,38.97,271,
Dec_2008,Dec-08,90029,38.7,294,
Jan_2009,Jan-09,90029,36.97,302,
Feb_2009,Feb-09,90029,33.32,261,
Mar_2009,Mar-09,90029,38.35,264,
Apr_2009,Apr-09,90029,36.99,246,
May_2009,May-09,90029,37.8,247,
Jun_2009,Jun-09,90029,36.94,252,
Jul_2009,Jul-09,90029,38.62,284,
Aug_2009,Aug-09,90029,39.74,302,
Sep_2009,Sep-09,90029,38.83,297,
Oct_2009,Oct-09,90029,38.74,286,
Nov_2009,Nov-09,90029,36.92,267,
Dec_2009,Dec-09,90029,36.61,286,
Jan_2010,Jan-10,90029,35.09,290,
Feb_2010,Feb-10,90029,31.67,252,
Mar_2010,Mar-10,90029,34.79,252,
Apr_2010,Apr-10,90029,34.31,234,
May_2010,May-10,90029,36.53,240,
Jun_2010,Jun-10,90029,35.94,241,
Jul_2010,Jul-10,90029,37.51,261,
Aug_2010,Aug-10,90029,37.88,269,
Sep_2010,Sep-10,90029,36.2,266,
Oct_2010,Oct-10,90029,36.49,273,
Nov_2010,Nov-10,90029,34.23,267,
Dec_2010,Dec-10,90029,34.53,290,
Jan_2011,Jan-11,90029,34.54,298,
Feb_2011,Feb-11,90029,31.22,258,
Mar_2011,Mar-11,90029,34.21,265,
Apr_2011,Apr-11,90029,33.77,243,
May_2011,May-11,90029,35.87,243,
Jun_2011,Jun-11,90029,35.29,248,
Jul_2011,Jul-11,90029,36.65,271,
Aug_2011,Aug-11,90029,37.36,277,
Sep_2011,Sep-11,90029,35.98,266,
Oct_2011,Oct-11,90029,35.78,271,
Nov_2011,Nov-11,90029,34.09,267,
Dec_2011,Dec-11,90029,34.56,284,
Jan_2012,Jan-12,90029,34.27,279,
Feb_2012,Feb-12,90029,32.18,249,
Mar_2012,Mar-12,90029,34.69,256,
Apr_2012,Apr-12,90029,33.66,237,
May_2012,May-12,90029,35.49,235,
Jun_2012,Jun-12,90029,36.72,242,
Jul_2012,Jul-12,90029,11.12,276,
Aug_2012,Aug-12,90029,11.1,308,
Sep_2012,Sep-12,90029,10.66,309,
Oct_2012,Oct-12,90029,10.42,289,
Nov_2012,Nov-12,90029,9.11,261,
Dec_2013,Dec-12,90029,8.81,289,
Jan_2013,Jan-13,90029,8.46,302,
Feb_2013,Feb-13,90029,7.86,249,
Mar_2013,Mar-13,90029,9.16,240,
Apr_2013,Apr-13,90029,9.4,227,
May_2013,May-13,90029,10.32,239,
Jun_2013,Jun-13,90029,10.28,248,
Jul_2005,Jul-05,90031,32.48,324,
Aug_2005,Aug-05,90031,33.37,336,
Sep_2005,Sep-05,90031,29.89,306,
Oct_2005,Oct-05,90031,28.52,305,
Nov_2005,Nov-05,90031,25.29,307,
Dec_2005,Dec-05,90031,25.5,330,
Jan_2006,Jan-06,90031,24.01,336,
Feb_2006,Feb-06,90031,21.98,301,
Mar_2006,Mar-06,90031,23.87,323,
Apr_2006,Apr-06,90031,22.98,299,
May_2006,May-06,90031,26.43,312,
Jun_2006,Jun-06,90031,28.77,329,
Jul_2006,Jul-06,90031,33.34,365,
Aug_2006,Aug-06,90031,33.73,362,
Sep_2006,Sep-06,90031,29.75,313,
Oct_2006,Oct-06,90031,30,305,
Nov_2006,Nov-06,90031,27.64,315,
Dec_2006,Dec-06,90031,26.57,349,
Jan_2007,Jan-07,90031,25.55,357,
Feb_2007,Feb-07,90031,23.18,309,
Mar_2007,Mar-07,90031,27.44,314,
Apr_2007,Apr-07,90031,27.32,290,
May_2007,May-07,90031,30.06,299,
Jun_2007,Jun-07,90031,30.94,308,
Jul_2007,Jul-07,90031,30.81,357,
Aug_2007,Aug-07,90031,30.46,375,
Sep_2007,Sep-07,90031,28.19,335,
Oct_2007,Oct-07,90031,27.6,319,
Nov_2007,Nov-07,90031,25.14,323,
Dec_2007,Dec-07,90031,25.43,359,
Jan_2008,Jan-08,90031,23.21,369,
Feb_2008,Feb-08,90031,19.73,332,
Mar_2008,Mar-08,90031,23.36,312,
Apr_2008,Apr-08,90031,24.21,289,
May_2008,May-08,90031,26.39,319,
Jun_2008,Jun-08,90031,25.71,334,
Jul_2008,Jul-08,90031,29.88,367,
Aug_2008,Aug-08,90031,29.18,366,
Sep_2008,Sep-08,90031,27.55,336,
Oct_2008,Oct-08,90031,27.65,332,
Nov_2008,Nov-08,90031,25.14,323,
Dec_2008,Dec-08,90031,25.1,348,
Jan_2009,Jan-09,90031,22.95,350,
Feb_2009,Feb-09,90031,19.06,304,
Mar_2009,Mar-09,90031,22.99,307,
Apr_2009,Apr-09,90031,23.66,285,
May_2009,May-09,90031,25.34,295,
Jun_2009,Jun-09,90031,24.35,299,
Jul_2009,Jul-09,90031,26.7,346,
Aug_2009,Aug-09,90031,27.14,370,
Sep_2009,Sep-09,90031,24.97,341,
Oct_2009,Oct-09,90031,24.31,326,
Nov_2009,Nov-09,90031,22.49,315,
Dec_2009,Dec-09,90031,21.64,340,
Jan_2010,Jan-10,90031,20.76,344,
Feb_2010,Feb-10,90031,18.58,304,
Mar_2010,Mar-10,90031,21.12,304,
Apr_2010,Apr-10,90031,21.52,276,
May_2010,May-10,90031,23.98,286,
Jun_2010,Jun-10,90031,24.71,289,
Jul_2010,Jul-10,90031,26.87,321,
Aug_2010,Aug-10,90031,26.82,329,
Sep_2010,Sep-10,90031,24.45,315,
Oct_2010,Oct-10,90031,23.61,322,
Nov_2010,Nov-10,90031,21.55,327,
Dec_2010,Dec-10,90031,21.24,355,
Jan_2011,Jan-11,90031,20.88,355,
Feb_2011,Feb-11,90031,19.09,307,
Mar_2011,Mar-11,90031,21.53,315,
Apr_2011,Apr-11,90031,22.5,290,
May_2011,May-11,90031,26.48,291,
Jun_2011,Jun-11,90031,26.04,294,
Jul_2011,Jul-11,90031,28.31,333,
Aug_2011,Aug-11,90031,27.23,345,
Sep_2011,Sep-11,90031,22.95,320,
Oct_2011,Oct-11,90031,22.66,318,
Nov_2011,Nov-11,90031,20.69,325,
Dec_2011,Dec-11,90031,20.7,351,
Jan_2012,Jan-12,90031,22.37,343,
Feb_2012,Feb-12,90031,20.87,308,
Mar_2012,Mar-12,90031,22.81,312,
Apr_2012,Apr-12,90031,21.44,288,
May_2012,May-12,90031,23.8,293,
Jun_2012,Jun-12,90031,25.03,298,
Jul_2012,Jul-12,90031,10.1,354,
Aug_2012,Aug-12,90031,10.3,390,
Sep_2012,Sep-12,90031,9.56,372,
Oct_2012,Oct-12,90031,9.26,349,
Nov_2012,Nov-12,90031,8.11,324,
Dec_2013,Dec-12,90031,8.02,359,
Jan_2013,Jan-13,90031,8.02,367,
Feb_2013,Feb-13,90031,7.25,306,
Mar_2013,Mar-13,90031,8.38,296,
Apr_2013,Apr-13,90031,8.56,276,
May_2013,May-13,90031,9.37,301,
Jun_2013,Jun-13,90031,9.42,312,
Jul_2005,Jul-05,90032,22.6,376,
Aug_2005,Aug-05,90032,23.06,408,
Sep_2005,Sep-05,90032,20.45,353,
Oct_2005,Oct-05,90032,19.42,338,
Nov_2005,Nov-05,90032,17.7,355,
Dec_2005,Dec-05,90032,17.33,382,
Jan_2006,Jan-06,90032,17.13,377,
Feb_2006,Feb-06,90032,15.41,337,
Mar_2006,Mar-06,90032,16.85,358,
Apr_2006,Apr-06,90032,16.34,332,
May_2006,May-06,90032,19.67,370,
Jun_2006,Jun-06,90032,21.41,380,
Jul_2006,Jul-06,90032,21.9,422,
Aug_2006,Aug-06,90032,22.67,447,
Sep_2006,Sep-06,90032,20.93,370,
Oct_2006,Oct-06,90032,20.16,340,
Nov_2006,Nov-06,90032,18.3,371,
Dec_2006,Dec-06,90032,17.36,410,
Jan_2007,Jan-07,90032,17.25,398,
Feb_2007,Feb-07,90032,15.59,347,
Mar_2007,Mar-07,90032,18.3,360,
Apr_2007,Apr-07,90032,18.85,328,
May_2007,May-07,90032,20.58,346,
Jun_2007,Jun-07,90032,20.49,340,
Jul_2007,Jul-07,90032,22.34,418,
Aug_2007,Aug-07,90032,22.68,464,
Sep_2007,Sep-07,90032,19.92,375,
Oct_2007,Oct-07,90032,19.41,344,
Nov_2007,Nov-07,90032,17.05,380,
Dec_2007,Dec-07,90032,16.07,421,
Jan_2008,Jan-08,90032,15.61,405,
Feb_2008,Feb-08,90032,14.27,366,
Mar_2008,Mar-08,90032,16.93,362,
Apr_2008,Apr-08,90032,18.07,325,
May_2008,May-08,90032,19.52,372,
Jun_2008,Jun-08,90032,18.78,386,
Jul_2008,Jul-08,90032,20.98,420,
Aug_2008,Aug-08,90032,20.83,438,
Sep_2008,Sep-08,90032,19.55,384,
Oct_2008,Oct-08,90032,19.78,369,
Nov_2008,Nov-08,90032,17.23,382,
Dec_2008,Dec-08,90032,16.01,412,
Jan_2009,Jan-09,90032,15.55,392,
Feb_2009,Feb-09,90032,13.83,338,
Mar_2009,Mar-09,90032,16.38,353,
Apr_2009,Apr-09,90032,17.2,321,
May_2009,May-09,90032,18.49,339,
Jun_2009,Jun-09,90032,17.59,334,
Jul_2009,Jul-09,90032,18.54,404,
Aug_2009,Aug-09,90032,19.35,452,
Sep_2009,Sep-09,90032,18.12,385,
Oct_2009,Oct-09,90032,17.41,360,
Nov_2009,Nov-09,90032,15.59,366,
Dec_2009,Dec-09,90032,14.64,392,
Jan_2010,Jan-10,90032,14.3,390,
Feb_2010,Feb-10,90032,12.84,349,
Mar_2010,Mar-10,90032,14.7,352,
Apr_2010,Apr-10,90032,15.17,303,
May_2010,May-10,90032,17.01,320,
Jun_2010,Jun-10,90032,16.55,316,
Jul_2010,Jul-10,90032,18.08,360,
Aug_2010,Aug-10,90032,18.94,388,
Sep_2010,Sep-10,90032,17.26,358,
Oct_2010,Oct-10,90032,16.7,357,
Nov_2010,Nov-10,90032,14.84,379,
Dec_2010,Dec-10,90032,13.96,413,
Jan_2011,Jan-11,90032,14.27,390,
Feb_2011,Feb-11,90032,13.1,335,
Mar_2011,Mar-11,90032,14.69,350,
Apr_2011,Apr-11,90032,14.96,320,
May_2011,May-11,90032,16.73,337,
Jun_2011,Jun-11,90032,17.13,331,
Jul_2011,Jul-11,90032,18.56,371,
Aug_2011,Aug-11,90032,19.24,394,
Sep_2011,Sep-11,90032,17.26,346,
Oct_2011,Oct-11,90032,16.71,335,
Nov_2011,Nov-11,90032,15.25,362,
Dec_2011,Dec-11,90032,14.84,401,
Jan_2012,Jan-12,90032,15.24,379,
Feb_2012,Feb-12,90032,14.56,337,
Mar_2012,Mar-12,90032,15.21,341,
Apr_2012,Apr-12,90032,14.89,313,
May_2012,May-12,90032,17.27,328,
Jun_2012,Jun-12,90032,17.64,322,
Jul_2012,Jul-12,90032,11.25,404,
Aug_2012,Aug-12,90032,11.58,454,
Sep_2012,Sep-12,90032,10.28,397,
Oct_2012,Oct-12,90032,10.18,382,
Nov_2012,Nov-12,90032,8.45,382,
Dec_2013,Dec-12,90032,8,406,
Jan_2013,Jan-13,90032,8.26,388,
Feb_2013,Feb-13,90032,7.6,335,
Mar_2013,Mar-13,90032,9.07,338,
Apr_2013,Apr-13,90032,9.43,300,
May_2013,May-13,90032,10.44,339,
Jun_2013,Jun-13,90032,10.68,349,
Jul_2005,Jul-05,90033,41.99,284,
Aug_2005,Aug-05,90033,42.34,288,
Sep_2005,Sep-05,90033,39.2,261,
Oct_2005,Oct-05,90033,37.31,266,
Nov_2005,Nov-05,90033,33.78,266,
Dec_2005,Dec-05,90033,34.13,278,
Jan_2006,Jan-06,90033,32.93,277,
Feb_2006,Feb-06,90033,30.05,248,
Mar_2006,Mar-06,90033,32.77,266,
Apr_2006,Apr-06,90033,31.72,255,
May_2006,May-06,90033,36.54,268,
Jun_2006,Jun-06,90033,38.12,271,
Jul_2006,Jul-06,90033,43.08,327,
Aug_2006,Aug-06,90033,43.22,325,
Sep_2006,Sep-06,90033,38.6,269,
Oct_2006,Oct-06,90033,38.1,271,
Nov_2006,Nov-06,90033,34.74,276,
Dec_2006,Dec-06,90033,33.99,291,
Jan_2007,Jan-07,90033,33.65,300,
Feb_2007,Feb-07,90033,30.38,268,
Mar_2007,Mar-07,90033,34.43,265,
Apr_2007,Apr-07,90033,35.69,249,
May_2007,May-07,90033,38.35,256,
Jun_2007,Jun-07,90033,39.31,258,
Jul_2007,Jul-07,90033,39.96,316,
Aug_2007,Aug-07,90033,40.67,320,
Sep_2007,Sep-07,90033,37.29,274,
Oct_2007,Oct-07,90033,37.38,276,
Nov_2007,Nov-07,90033,34.62,284,
Dec_2007,Dec-07,90033,32.05,300,
Jan_2008,Jan-08,90033,29.57,302,
Feb_2008,Feb-08,90033,26.89,277,
Mar_2008,Mar-08,90033,31.51,262,
Apr_2008,Apr-08,90033,32.14,251,
May_2008,May-08,90033,34.68,278,
Jun_2008,Jun-08,90033,33.16,278,
Jul_2008,Jul-08,90033,38.3,320,
