Text Date,Value Date,Zip Code,Water Use,Power Use,Zip Code (location)
Mar_2008,Mar-08,90210,42.97,1904,
Apr_2008,Apr-08,90210,50.36,1865,
May_2008,May-08,90210,60.66,1935,
Jun_2008,Jun-08,90210,62.88,2087,
Jul_2008,Jul-08,90210,70.47,2383,
Aug_2008,Aug-08,90210,67.75,2356,
Sep_2008,Sep-08,90210,63.41,2241,
Oct_2008,Oct-08,90210,58.35,2153,
Nov_2008,Nov-08,90210,50.31,1961,
Dec_2008,Dec-08,90210,42.51,2031,
Jan_2009,Jan-09,90210,33.98,2049,
Feb_2009,Feb-09,90210,32.88,1794,
Mar_2009,Mar-09,90210,42.02,1885,
Apr_2009,Apr-09,90210,45.29,1794,
May_2009,May-09,90210,50.71,1827,
Jun_2009,Jun-09,90210,49.87,1927,
Jul_2009,Jul-09,90210,54.06,2184,
Aug_2009,Aug-09,90210,54.61,2260,
Sep_2009,Sep-09,90210,52.6,2227,
Oct_2009,Oct-09,90210,47.66,2109,
Nov_2009,Nov-09,90210,40.6,1905,
Dec_2009,Dec-09,90210,34.3,1947,
Jan_2010,Jan-10,90210,27.41,1919,
Feb_2010,Feb-10,90210,26.12,1706,
Mar_2010,Mar-10,90210,32.5,1830,
Apr_2010,Apr-10,90210,36.66,1741,
May_2010,May-10,90210,44.19,1775,
Jun_2010,Jun-10,90210,46.13,1791,
Jul_2010,Jul-10,90210,51.84,1926,
Aug_2010,Aug-10,90210,52.72,2047,
Sep_2010,Sep-10,90210,50.97,2078,
Oct_2010,Oct-10,90210,44.38,2041,
Nov_2010,Nov-10,90210,35.17,1871,
Dec_2010,Dec-10,90210,31.87,1937,
Jan_2011,Jan-11,90210,28.6,1944,
Feb_2011,Feb-11,90210,25.87,1722,
Mar_2011,Mar-11,90210,28.54,1860,
Apr_2011,Apr-11,90210,36.43,1754,
May_2011,May-11,90210,47.77,1765,
Jun_2011,Jun-11,90210,49.21,1804,
Jul_2011,Jul-11,90210,53.77,1999,
Aug_2011,Aug-11,90210,53.76,2067,
Sep_2011,Sep-11,90210,51.37,2051,
Oct_2011,Oct-11,90210,44.73,2029,
Nov_2011,Nov-11,90210,36,1902,
Dec_2011,Dec-11,90210,35.94,1954,
Jan_2012,Jan-12,90210,35.8,1934,
Feb_2012,Feb-12,90210,33.42,1746,
Mar_2012,Mar-12,90210,35.7,1809,
Apr_2012,Apr-12,90210,37.94,1720,
May_2012,May-12,90210,43.56,1735,
Jun_2012,Jun-12,90210,48.89,1843,
Jul_2012,Jul-12,90210,55.81,2102,
Aug_2012,Aug-12,90210,57.2,2295,
Sep_2012,Sep-12,90210,55.77,2313,
Oct_2012,Oct-12,90210,49.06,2130,
Nov_2012,Nov-12,90210,39.59,1867,
Dec_2013,Dec-12,90210,35.16,1963,
Jan_2013,Jan-13,90210,31.1,2002,
Feb_2013,Feb-13,90210,31.31,1672,
Mar_2013,Mar-13,90210,38.68,1701,
Apr_2013,Apr-13,90210,42.5,1675,
May_2013,May-13,90210,49.3,1774,
Jun_2013,Jun-13,90210,51.24,1832,
Jul_2005,Jul-05,90211,430,0,
Aug_2005,Aug-05,90211,389,0,
Sep_2005,Sep-05,90211,408,0,
Oct_2005,Oct-05,90211,390,0,
Nov_2005,Nov-05,90211,347,0,
Dec_2005,Dec-05,90211,347,0,
Jan_2006,Jan-06,90211,376,0,
Feb_2006,Feb-06,90211,343,0,
Mar_2006,Mar-06,90211,371,0,
Apr_2006,Apr-06,90211,236,0,
May_2006,May-06,90211,258,0,
Jun_2006,Jun-06,90211,274,0,
Jul_2006,Jul-06,90211,318,0,
Aug_2006,Aug-06,90211,268,0,
Sep_2006,Sep-06,90211,251,0,
Oct_2006,Oct-06,90211,254,0,
Nov_2006,Nov-06,90211,222,0,
Dec_2006,Dec-06,90211,177,0,
Jan_2007,Jan-07,90211,192,0,
Feb_2007,Feb-07,90211,222,0,
Mar_2007,Mar-07,90211,256,0,
Apr_2007,Apr-07,90211,245,0,
May_2007,May-07,90211,270,0,
Jun_2007,Jun-07,90211,311,0,
Jul_2007,Jul-07,90211,303,0,
Aug_2007,Aug-07,90211,331,0,
Sep_2007,Sep-07,90211,322,0,
Oct_2007,Oct-07,90211,531,0,
Nov_2007,Nov-07,90211,896,0,
Dec_2007,Dec-07,90211,825,0,
Jan_2008,Jan-08,90211,363,0,
Feb_2008,Feb-08,90211,135,0,
Mar_2008,Mar-08,90211,155,0,
Apr_2008,Apr-08,90211,175,0,
May_2008,May-08,90211,180,0,
Jun_2008,Jun-08,90211,205,0,
Jul_2008,Jul-08,90211,303,0,
Aug_2008,Aug-08,90211,331,0,
Sep_2008,Sep-08,90211,322,0,
Oct_2008,Oct-08,90211,531,0,
Nov_2008,Nov-08,90211,896,0,
Dec_2008,Dec-08,90211,825,0,
Jan_2009,Jan-09,90211,363,0,
Feb_2009,Feb-09,90211,135,0,
Mar_2009,Mar-09,90211,155,0,
Apr_2009,Apr-09,90211,175,0,
May_2009,May-09,90211,180,0,
Jun_2009,Jun-09,90211,205,0,
Jul_2009,Jul-09,90211,245,0,
Aug_2009,Aug-09,90211,270,0,
Sep_2009,Sep-09,90211,337,0,
Oct_2009,Oct-09,90211,237,0,
Nov_2009,Nov-09,90211,198,0,
Dec_2009,Dec-09,90211,147,0,
Jan_2010,Jan-10,90211,136,0,
Feb_2010,Feb-10,90211,141,0,
Mar_2010,Mar-10,90211,171,0,
Apr_2010,Apr-10,90211,165,0,
May_2010,May-10,90211,170,0,
Jun_2010,Jun-10,90211,190,0,
Jul_2010,Jul-10,90211,241,0,
Aug_2010,Aug-10,90211,287,0,
Sep_2010,Sep-10,90211,238,0,
Oct_2010,Oct-10,90211,252,0,
Nov_2010,Nov-10,90211,198,0,
Dec_2010,Dec-10,90211,140,0,
Jan_2011,Jan-11,90211,147,0,
Feb_2011,Feb-11,90211,156,0,
Mar_2011,Mar-11,90211,213,0,
Apr_2011,Apr-11,90211,237,0,
May_2011,May-11,90211,266,0,
Jun_2011,Jun-11,90211,273,0,
Jul_2011,Jul-11,90211,383,0,
Aug_2011,Aug-11,90211,481,0,
Sep_2011,Sep-11,90211,416,0,
Oct_2011,Oct-11,90211,540,0,
Nov_2011,Nov-11,90211,356,0,
Dec_2011,Dec-11,90211,326,0,
Jan_2012,Jan-12,90211,286,0,
Feb_2012,Feb-12,90211,460,0,
Mar_2012,Mar-12,90211,395,0,
Apr_2012,Apr-12,90211,257,0,
May_2012,May-12,90211,264,0,
Jun_2012,Jun-12,90211,317,0,
Jul_2012,Jul-12,90211,0,0,
Aug_2012,Aug-12,90211,0,0,
Sep_2012,Sep-12,90211,0,0,
Oct_2012,Oct-12,90211,0,0,
Nov_2012,Nov-12,90211,0,0,
Dec_2013,Dec-12,90211,0,0,
Jan_2013,Jan-13,90211,0,0,
Feb_2013,Feb-13,90211,0,0,
Mar_2013,Mar-13,90211,0,0,
Apr_2013,Apr-13,90211,0,0,
May_2013,May-13,90211,0,0,
Jun_2013,Jun-13,90211,0,0,
Jul_2005,Jul-05,90212,45.67,597,
Aug_2005,Aug-05,90212,44.5,619,
Sep_2005,Sep-05,90212,44.08,582,
Oct_2005,Oct-05,90212,38.33,583,
Nov_2005,Nov-05,90212,34.42,583,
Dec_2005,Dec-05,90212,33.75,641,
Jan_2006,Jan-06,90212,33.58,646,
Feb_2006,Feb-06,90212,29.67,579,
Mar_2006,Mar-06,90212,29.33,629,
Apr_2006,Apr-06,90212,30.92,587,
May_2006,May-06,90212,37.5,626,
Jun_2006,Jun-06,90212,36.42,633,
Jul_2006,Jul-06,90212,57.77,534,
Aug_2006,Aug-06,90212,59.77,546,
Sep_2006,Sep-06,90212,57.46,526,
Oct_2006,Oct-06,90212,52.15,508,
Nov_2006,Nov-06,90212,45.77,472,
Dec_2006,Dec-06,90212,42.38,539,
Jan_2007,Jan-07,90212,39.31,555,
Feb_2007,Feb-07,90212,37.92,460,
Mar_2007,Mar-07,90212,44.92,489,
Apr_2007,Apr-07,90212,50.31,468,
May_2007,May-07,90212,59.15,477,
Jun_2007,Jun-07,90212,61.31,484,
Jul_2007,Jul-07,90212,73.46,565,
Aug_2007,Aug-07,90212,72.08,584,
Sep_2007,Sep-07,90212,65.62,579,
Oct_2007,Oct-07,90212,61.31,625,
Nov_2007,Nov-07,90212,52.85,590,
Dec_2007,Dec-07,90212,41.69,700,
Jan_2008,Jan-08,90212,33.38,728,
Feb_2008,Feb-08,90212,36.92,605,
Mar_2008,Mar-08,90212,49.85,617,
Apr_2008,Apr-08,90212,53.92,599,
May_2008,May-08,90212,60.08,637,
Jun_2008,Jun-08,90212,73.46,675,
Jul_2008,Jul-08,90212,64.71,727,
Aug_2008,Aug-08,90212,62.86,717,
Sep_2008,Sep-08,90212,59.36,674,
Oct_2008,Oct-08,90212,59.93,648,
Nov_2008,Nov-08,90212,59.43,611,
Dec_2008,Dec-08,90212,49.64,668,
Jan_2009,Jan-09,90212,36.71,667,
Feb_2009,Feb-09,90212,35.79,613,
Mar_2009,Mar-09,90212,44.71,675,
Apr_2009,Apr-09,90212,49.43,572,
May_2009,May-09,90212,61.79,541,
Jun_2009,Jun-09,90212,71.86,550,
Jul_2009,Jul-09,90212,65,592,
Aug_2009,Aug-09,90212,62.43,636,
Sep_2009,Sep-09,90212,57.64,640,
Oct_2009,Oct-09,90212,51.14,638,
Nov_2009,Nov-09,90212,42.21,592,
Dec_2009,Dec-09,90212,48.64,641,
Jan_2010,Jan-10,90212,53.36,654,
Feb_2010,Feb-10,90212,46.29,536,
Mar_2010,Mar-10,90212,51.93,564,
Apr_2010,Apr-10,90212,46.93,519,
May_2010,May-10,90212,43.14,513,
Jun_2010,Jun-10,90212,35.5,495,
Jul_2010,Jul-10,90212,27.07,543,
Aug_2010,Aug-10,90212,29.33,557,
Sep_2010,Sep-10,90212,28.07,524,
Oct_2010,Oct-10,90212,26.2,575,
Nov_2010,Nov-10,90212,24.07,568,
Dec_2010,Dec-10,90212,23.67,631,
Jan_2011,Jan-11,90212,25.87,650,
Feb_2011,Feb-11,90212,23.73,554,
Mar_2011,Mar-11,90212,22.67,612,
Apr_2011,Apr-11,90212,22.73,535,
May_2011,May-11,90212,27.13,519,
Jun_2011,Jun-11,90212,26,513,
Jul_2011,Jul-11,90212,32.71,552,
Aug_2011,Aug-11,90212,30.36,567,
Sep_2011,Sep-11,90212,28.57,565,
Oct_2011,Oct-11,90212,36.14,629,
Nov_2011,Nov-11,90212,39.93,593,
Dec_2011,Dec-11,90212,41.29,669,
Jan_2012,Jan-12,90212,41.64,682,
Feb_2012,Feb-12,90212,41.07,603,
Mar_2012,Mar-12,90212,44.36,629,
Apr_2012,Apr-12,90212,49.71,566,
May_2012,May-12,90212,54.79,568,
Jun_2012,Jun-12,90212,57.79,592,
Jul_2012,Jul-12,90212,103.83,629,
Aug_2012,Aug-12,90212,101.33,751,
Sep_2012,Sep-12,90212,95.5,755,
Oct_2012,Oct-12,90212,70,647,
Nov_2012,Nov-12,90212,42.67,602,
Dec_2013,Dec-12,90212,41.5,706,
Jan_2013,Jan-13,90212,40.67,713,
Feb_2013,Feb-13,90212,41.83,562,
Mar_2013,Mar-13,90212,51.83,550,
Apr_2013,Apr-13,90212,70.17,549,
May_2013,May-13,90212,92.83,591,
Jun_2013,Jun-13,90212,88.17,613,
Jul_2005,Jul-05,90213,253,0,
Aug_2005,Aug-05,90213,257,0,
Sep_2005,Sep-05,90213,247,0,
Oct_2005,Oct-05,90213,251,0,
Nov_2005,Nov-05,90213,238,0,
Dec_2005,Dec-05,90213,241,0,
Jan_2006,Jan-06,90213,258,0,
Feb_2006,Feb-06,90213,266,0,
Mar_2006,Mar-06,90213,364,0,
Apr_2006,Apr-06,90213,329,0,
May_2006,May-06,90213,269,0,
Jun_2006,Jun-06,90213,298,0,
Jul_2006,Jul-06,90213,298,0,
Aug_2006,Aug-06,90213,266,0,
Sep_2006,Sep-06,90213,275,0,
Oct_2006,Oct-06,90213,315,0,
Nov_2006,Nov-06,90213,309,0,
Dec_2006,Dec-06,90213,332,0,
Jan_2007,Jan-07,90213,298,0,
Feb_2007,Feb-07,90213,282,0,
Mar_2007,Mar-07,90213,338,0,
Apr_2007,Apr-07,90213,335,0,
May_2007,May-07,90213,349,0,
Jun_2007,Jun-07,90213,350,0,
Jul_2007,Jul-07,90213,330,0,
Aug_2007,Aug-07,90213,359,0,
Sep_2007,Sep-07,90213,307,0,
Oct_2007,Oct-07,90213,285,0,
Nov_2007,Nov-07,90213,280,0,
Dec_2007,Dec-07,90213,266,0,
Jan_2008,Jan-08,90213,263,0,
Feb_2008,Feb-08,90213,238,0,
Mar_2008,Mar-08,90213,248,0,
Apr_2008,Apr-08,90213,238,0,
May_2008,May-08,90213,241,0,
Jun_2008,Jun-08,90213,246,0,
Jul_2008,Jul-08,90213,330,0,
Aug_2008,Aug-08,90213,359,0,
Sep_2008,Sep-08,90213,307,0,
Oct_2008,Oct-08,90213,285,0,
Nov_2008,Nov-08,90213,280,0,
Dec_2008,Dec-08,90213,266,0,
Jan_2009,Jan-09,90213,263,0,
Feb_2009,Feb-09,90213,238,0,
Mar_2009,Mar-09,90213,248,0,
Apr_2009,Apr-09,90213,238,0,
May_2009,May-09,90213,241,0,
Jun_2009,Jun-09,90213,246,0,
Jul_2009,Jul-09,90213,265,0,
Aug_2009,Aug-09,90213,249,0,
Sep_2009,Sep-09,90213,235,0,
Oct_2009,Oct-09,90213,270,0,
Nov_2009,Nov-09,90213,249,0,
Dec_2009,Dec-09,90213,244,0,
Jan_2010,Jan-10,90213,222,0,
Feb_2010,Feb-10,90213,218,0,
Mar_2010,Mar-10,90213,213,0,
Apr_2010,Apr-10,90213,225,0,
May_2010,May-10,90213,242,0,
Jun_2010,Jun-10,90213,156,0,
Jul_2010,Jul-10,90213,214,0,
Aug_2010,Aug-10,90213,211,0,
Sep_2010,Sep-10,90213,195,0,
Oct_2010,Oct-10,90213,218,0,
Nov_2010,Nov-10,90213,219,0,
Dec_2010,Dec-10,90213,202,0,
Jan_2011,Jan-11,90213,206,0,
Feb_2011,Feb-11,90213,193,0,
Mar_2011,Mar-11,90213,212,0,
Apr_2011,Apr-11,90213,251,0,
May_2011,May-11,90213,267,0,
Jun_2011,Jun-11,90213,127,0,
Jul_2011,Jul-11,90213,0,0,
Aug_2011,Aug-11,90213,0,0,
Sep_2011,Sep-11,90213,0,0,
Oct_2011,Oct-11,90213,0,0,
Nov_2011,Nov-11,90213,0,0,
Dec_2011,Dec-11,90213,0,0,
Jan_2012,Jan-12,90213,0,0,
Feb_2012,Feb-12,90213,0,0,
Mar_2012,Mar-12,90213,0,0,
Apr_2012,Apr-12,90213,0,0,
May_2012,May-12,90213,0,0,
Jun_2012,Jun-12,90213,0,0,
Jul_2012,Jul-12,90213,0,0,
Aug_2012,Aug-12,90213,0,0,
Sep_2012,Sep-12,90213,0,0,
Oct_2012,Oct-12,90213,0,0,
Nov_2012,Nov-12,90213,0,0,
Dec_2013,Dec-12,90213,0,0,
Jan_2013,Jan-13,90213,0,0,
Feb_2013,Feb-13,90213,0,0,
Mar_2013,Mar-13,90213,0,0,
Apr_2013,Apr-13,90213,0,0,
May_2013,May-13,90213,0,0,
Jun_2013,Jun-13,90213,0,0,
Jul_2005,Jul-05,90230,23.02,341,
Aug_2005,Aug-05,90230,22.92,361,
Sep_2005,Sep-05,90230,21.69,349,
Oct_2005,Oct-05,90230,19.29,359,
Nov_2005,Nov-05,90230,18.27,349,
Dec_2005,Dec-05,90230,17.59,407,
Jan_2006,Jan-06,90230,17.3,407,
Feb_2006,Feb-06,90230,16.53,367,
Mar_2006,Mar-06,90230,17.88,405,
Apr_2006,Apr-06,90230,17.06,340,
May_2006,May-06,90230,17.71,352,
Jun_2006,Jun-06,90230,23.27,384,
Jul_2006,Jul-06,90230,24.01,392,
Aug_2006,Aug-06,90230,22.57,359,
Sep_2006,Sep-06,90230,21.6,347,
Oct_2006,Oct-06,90230,19.97,355,
Nov_2006,Nov-06,90230,18.9,346,
Dec_2006,Dec-06,90230,18.4,433,
Jan_2007,Jan-07,90230,17.39,431,
Feb_2007,Feb-07,90230,16.28,348,
Mar_2007,Mar-07,90230,18.77,383,
Apr_2007,Apr-07,90230,19.87,341,
May_2007,May-07,90230,21,353,
Jun_2007,Jun-07,90230,22.25,355,
Jul_2007,Jul-07,90230,22.54,367,
Aug_2007,Aug-07,90230,21.67,372,
Sep_2007,Sep-07,90230,20.51,360,
Oct_2007,Oct-07,90230,18.59,366,
Nov_2007,Nov-07,90230,17.41,357,
Dec_2007,Dec-07,90230,16.04,447,
Jan_2008,Jan-08,90230,15.71,445,
Feb_2008,Feb-08,90230,15.83,371,
Mar_2008,Mar-08,90230,16.7,396,
Apr_2008,Apr-08,90230,18.52,333,
May_2008,May-08,90230,19.24,345,
Jun_2008,Jun-08,90230,20.56,355,
Jul_2008,Jul-08,90230,20.95,368,
Aug_2008,Aug-08,90230,20.51,380,
Sep_2008,Sep-08,90230,19.53,367,
Oct_2008,Oct-08,90230,18.69,373,
Nov_2008,Nov-08,90230,17.73,362,
Dec_2008,Dec-08,90230,15.97,426,
Jan_2009,Jan-09,90230,15.89,426,
Feb_2009,Feb-09,90230,14.43,346,
Mar_2009,Mar-09,90230,15.62,383,
Apr_2009,Apr-09,90230,17.52,336,
May_2009,May-09,90230,18.04,347,
Jun_2009,Jun-09,90230,17.78,346,
Jul_2009,Jul-09,90230,18.41,356,
Aug_2009,Aug-09,90230,19.02,381,
Sep_2009,Sep-09,90230,18.04,367,
Oct_2009,Oct-09,90230,16.46,356,
Nov_2009,Nov-09,90230,15.73,345,
Dec_2009,Dec-09,90230,14.55,429,
Jan_2010,Jan-10,90230,14.92,431,
Feb_2010,Feb-10,90230,12.78,333,
Mar_2010,Mar-10,90230,14.41,366,
Apr_2010,Apr-10,90230,15.66,330,
May_2010,May-10,90230,16.36,341,
Jun_2010,Jun-10,90230,17.69,332,
Jul_2010,Jul-10,90230,18.13,344,
Aug_2010,Aug-10,90230,18.21,345,
Sep_2010,Sep-10,90230,17.5,336,
Oct_2010,Oct-10,90230,15.38,368,
Nov_2010,Nov-10,90230,15.04,356,
Dec_2010,Dec-10,90230,14.5,425,
Jan_2011,Jan-11,90230,14.32,424,
Feb_2011,Feb-11,90230,12.58,349,
Mar_2011,Mar-11,90230,13.86,385,
Apr_2011,Apr-11,90230,15.89,336,
May_2011,May-11,90230,16.76,347,
Jun_2011,Jun-11,90230,17.53,330,
Jul_2011,Jul-11,90230,17.9,339,
Aug_2011,Aug-11,90230,18.39,342,
Sep_2011,Sep-11,90230,17.36,332,
Oct_2011,Oct-11,90230,15.41,358,
Nov_2011,Nov-11,90230,14.96,347,
Dec_2011,Dec-11,90230,15.09,426,
Jan_2012,Jan-12,90230,14.65,426,
Feb_2012,Feb-12,90230,14.23,361,
Mar_2012,Mar-12,90230,15.23,382,
Apr_2012,Apr-12,90230,14.56,315,
May_2012,May-12,90230,15.53,327,
Jun_2012,Jun-12,90230,19.33,343,
Jul_2012,Jul-12,90230,11.67,356,
Aug_2012,Aug-12,90230,10.91,368,
Sep_2012,Sep-12,90230,10.35,355,
Oct_2012,Oct-12,90230,9.48,358,
Nov_2012,Nov-12,90230,8.97,349,
Dec_2013,Dec-12,90230,7.62,432,
Jan_2013,Jan-13,90230,7.21,430,
Feb_2013,Feb-13,90230,7.45,334,
Mar_2013,Mar-13,90230,8.68,366,
Apr_2013,Apr-13,90230,9.7,321,
May_2013,May-13,90230,10.15,332,
Jun_2013,Jun-13,90230,10.51,328,
Jul_2005,Jul-05,90232,42.08,252,
Aug_2005,Aug-05,90232,42.29,280,
Sep_2005,Sep-05,90232,41.23,275,
Oct_2005,Oct-05,90232,36.23,252,
Nov_2005,Nov-05,90232,34.22,244,
Dec_2005,Dec-05,90232,36.31,276,
Jan_2006,Jan-06,90232,36.41,278,
Feb_2006,Feb-06,90232,32.77,249,
Mar_2006,Mar-06,90232,35.97,276,
Apr_2006,Apr-06,90232,34.85,259,
May_2006,May-06,90232,36.37,268,
Jun_2006,Jun-06,90232,35.53,300,
Jul_2006,Jul-06,90232,36.62,311,
Aug_2006,Aug-06,90232,38.51,298,
Sep_2006,Sep-06,90232,37.46,287,
Oct_2006,Oct-06,90232,39.69,272,
Nov_2006,Nov-06,90232,38.16,258,
Dec_2006,Dec-06,90232,39.15,312,
Jan_2007,Jan-07,90232,38.35,319,
Feb_2007,Feb-07,90232,34.01,246,
Mar_2007,Mar-07,90232,36.61,269,
Apr_2007,Apr-07,90232,40.01,263,
May_2007,May-07,90232,42.89,270,
Jun_2007,Jun-07,90232,37.48,267,
Jul_2007,Jul-07,90232,39.85,275,
Aug_2007,Aug-07,90232,38.92,299,
Sep_2007,Sep-07,90232,39.44,289,
Oct_2007,Oct-07,90232,41.16,259,
Nov_2007,Nov-07,90232,36.98,249,
Dec_2007,Dec-07,90232,40.61,319,
Jan_2008,Jan-08,90232,41.15,327,
Feb_2008,Feb-08,90232,38.21,281,
Mar_2008,Mar-08,90232,39.36,297,
Apr_2008,Apr-08,90232,34.82,252,
May_2008,May-08,90232,34.3,255,
Jun_2008,Jun-08,90232,35.96,285,
Jul_2008,Jul-08,90232,39.01,291,
Aug_2008,Aug-08,90232,37.93,306,
Sep_2008,Sep-08,90232,38.42,297,
Oct_2008,Oct-08,90232,40.41,278,
Nov_2008,Nov-08,90232,36.21,267,
Dec_2008,Dec-08,90232,35.72,282,
Jan_2009,Jan-09,90232,35.53,282,
Feb_2009,Feb-09,90232,33.43,243,
Mar_2009,Mar-09,90232,35.24,265,
Apr_2009,Apr-09,90232,33.75,238,
May_2009,May-09,90232,33.72,245,
Jun_2009,Jun-09,90232,34.07,253,
Jul_2009,Jul-09,90232,32.5,265,
Aug_2009,Aug-09,90232,34.68,304,
Sep_2009,Sep-09,90232,34.48,298,
Oct_2009,Oct-09,90232,32.79,249,
Nov_2009,Nov-09,90232,30.98,239,
Dec_2009,Dec-09,90232,32.79,286,
Jan_2010,Jan-10,90232,33.06,293,
Feb_2010,Feb-10,90232,26.69,226,
Mar_2010,Mar-10,90232,29.35,244,
Apr_2010,Apr-10,90232,31.01,233,
May_2010,May-10,90232,32.33,241,
Jun_2010,Jun-10,90232,30.84,236,
Jul_2010,Jul-10,90232,32.02,242,
Aug_2010,Aug-10,90232,32.44,253,
Sep_2010,Sep-10,90232,31.58,247,
Oct_2010,Oct-10,90232,32.6,261,
Nov_2010,Nov-10,90232,30.6,254,
Dec_2010,Dec-10,90232,30.67,277,
Jan_2011,Jan-11,90232,31.76,278,
Feb_2011,Feb-11,90232,28.19,232,
Mar_2011,Mar-11,90232,30.6,258,
Apr_2011,Apr-11,90232,31.04,230,
May_2011,May-11,90232,32.65,234,
Jun_2011,Jun-11,90232,30.24,223,
Jul_2011,Jul-11,90232,29.16,227,
Aug_2011,Aug-11,90232,34.78,247,
Sep_2011,Sep-11,90232,32.96,240,
Oct_2011,Oct-11,90232,31.99,235,
Nov_2011,Nov-11,90232,30.91,230,
Dec_2011,Dec-11,90232,31.84,262,
Jan_2012,Jan-12,90232,31.31,267,
Feb_2012,Feb-12,90232,29.01,233,
Mar_2012,Mar-12,90232,31.13,249,
Apr_2012,Apr-12,90232,29.6,215,
May_2012,May-12,90232,31.29,220,
Jun_2012,Jun-12,90232,33.23,231,
Jul_2012,Jul-12,90232,7.09,239,
Aug_2012,Aug-12,90232,6.66,280,
Sep_2012,Sep-12,90232,6.59,272,
Oct_2012,Oct-12,90232,6.27,250,
Nov_2012,Nov-12,90232,6.23,241,
Dec_2013,Dec-12,90232,6.2,271,
Jan_2013,Jan-13,90232,6.05,271,
Feb_2013,Feb-13,90232,5.75,214,
Mar_2013,Mar-13,90232,6.41,230,
Apr_2013,Apr-13,90232,6.48,209,
May_2013,May-13,90232,6.77,216,
Jun_2013,Jun-13,90232,6.64,225,
Jul_2005,Jul-05,90245,0,614,
Aug_2005,Aug-05,90245,0,633,
Sep_2005,Sep-05,90245,0,590,
Oct_2005,Oct-05,90245,0,547,
Nov_2005,Nov-05,90245,0,558,
Dec_2005,Dec-05,90245,0,660,
Jan_2006,Jan-06,90245,0,650,
Feb_2006,Feb-06,90245,0,542,
Mar_2006,Mar-06,90245,0,598,
Apr_2006,Apr-06,90245,0,565,
May_2006,May-06,90245,0,575,
Jun_2006,Jun-06,90245,0,526,
Jul_2006,Jul-06,90245,0,540,
Aug_2006,Aug-06,90245,0,528,
Sep_2006,Sep-06,90245,0,497,
Oct_2006,Oct-06,90245,0,476,
Nov_2006,Nov-06,90245,0,481,
Dec_2006,Dec-06,90245,0,557,
Jan_2007,Jan-07,90245,0,542,
Feb_2007,Feb-07,90245,0,433,
Mar_2007,Mar-07,90245,0,482,
Apr_2007,Apr-07,90245,0,480,
May_2007,May-07,90245,0,500,
Jun_2007,Jun-07,90245,0,497,
Jul_2007,Jul-07,90245,0,511,
Aug_2007,Aug-07,90245,0,503,
Sep_2007,Sep-07,90245,0,475,
Oct_2007,Oct-07,90245,0,461,
Nov_2007,Nov-07,90245,0,442,
Dec_2007,Dec-07,90245,0,434,
Jan_2008,Jan-08,90245,0,425,
Feb_2008,Feb-08,90245,0,364,
Mar_2008,Mar-08,90245,0,394,
Apr_2008,Apr-08,90245,0,405,
May_2008,May-08,90245,0,413,
Jun_2008,Jun-08,90245,0,386,
Jul_2008,Jul-08,90245,0,390,
Aug_2008,Aug-08,90245,0,362,
Sep_2008,Sep-08,90245,0,352,
Oct_2008,Oct-08,90245,0,369,
Nov_2008,Nov-08,90245,0,369,
Dec_2008,Dec-08,90245,0,430,
Jan_2009,Jan-09,90245,0,427,
Feb_2009,Feb-09,90245,0,369,
Mar_2009,Mar-09,90245,0,402,
Apr_2009,Apr-09,90245,0,355,
May_2009,May-09,90245,0,403,
Jun_2009,Jun-09,90245,0,571,
Jul_2009,Jul-09,90245,0,572,
Aug_2009,Aug-09,90245,0,509,
Sep_2009,Sep-09,90245,0,474,
Oct_2009,Oct-09,90245,0,428,
Nov_2009,Nov-09,90245,0,411,
Dec_2009,Dec-09,90245,0,411,
Jan_2010,Jan-10,90245,0,414,
Feb_2010,Feb-10,90245,0,395,
Mar_2010,Mar-10,90245,0,437,
Apr_2010,Apr-10,90245,0,423,
May_2010,May-10,90245,0,433,
Jun_2010,Jun-10,90245,0,405,
Jul_2010,Jul-10,90245,0,387,
Aug_2010,Aug-10,90245,0,223,
Sep_2010,Sep-10,90245,0,215,
Oct_2010,Oct-10,90245,0,218,
Nov_2010,Nov-10,90245,0,234,
Dec_2010,Dec-10,90245,0,318,
Jan_2011,Jan-11,90245,0,319,
Feb_2011,Feb-11,90245,0,293,
Mar_2011,Mar-11,90245,0,369,
Apr_2011,Apr-11,90245,0,541,
May_2011,May-11,90245,0,536,
Jun_2011,Jun-11,90245,0,440,
Jul_2011,Jul-11,90245,0,0,
Aug_2011,Aug-11,90245,0,0,
Sep_2011,Sep-11,90245,0,0,
Oct_2011,Oct-11,90245,0,0,
Nov_2011,Nov-11,90245,0,0,
Dec_2011,Dec-11,90245,0,0,
Jan_2012,Jan-12,90245,0,0,
Feb_2012,Feb-12,90245,0,0,
Mar_2012,Mar-12,90245,0,0,
Apr_2012,Apr-12,90245,0,0,
May_2012,May-12,90245,0,0,
Jun_2012,Jun-12,90245,0,0,
Jul_2012,Jul-12,90245,0,0,
Aug_2012,Aug-12,90245,0,0,
Sep_2012,Sep-12,90245,0,0,
Oct_2012,Oct-12,90245,0,0,
Nov_2012,Nov-12,90245,0,0,
Dec_2013,Dec-12,90245,0,0,
Jan_2013,Jan-13,90245,0,0,
Feb_2013,Feb-13,90245,0,0,
Mar_2013,Mar-13,90245,0,0,
Apr_2013,Apr-13,90245,0,0,
May_2013,May-13,90245,0,0,
